,League,Year,Date,Time,H_Code,H_Team,A_Code,A_Team,H_Goals,A_Goals,Result
12960,spn,2019,30/08/2019,,SEV,Sevilla,CEL,Celta,1,1,D
12961,spn,2019,30/08/2019,,ATH,Ath Bilbao,RSO,Sociedad,2,0,H
12962,spn,2019,31/08/2019,,OSA,Osasuna,BAR,Barcelona,2,2,D
12963,spn,2019,31/08/2019,,GET,Getafe,ALA,Alaves,1,1,D
12964,spn,2019,31/08/2019,,LEV,Levante,VLL,Valladolid,2,0,H
12965,spn,2019,31/08/2019,,BET,Betis,LEG,Leganes,2,1,H
12966,spn,2019,01/09/2019,,VAL,Valencia,MLL,Mallorca,2,0,H
12967,spn,2019,01/09/2019,,ATM,Ath Madrid,EIB,Eibar,3,2,H
12968,spn,2019,01/09/2019,,ESP,Espanol,GRA,Granada,0,3,A
12969,spn,2019,01/09/2019,,VIL,Villarreal,RMA,Real Madrid,2,2,D
12970,spn,2019,13/09/2019,,MLL,Mallorca,ATH,Ath Bilbao,0,0,D
12971,spn,2019,14/09/2019,,RMA,Real Madrid,LEV,Levante,3,2,H
12972,spn,2019,14/09/2019,,LEG,Leganes,VIL,Villarreal,0,3,A
12973,spn,2019,14/09/2019,,RSO,Sociedad,ATM,Ath Madrid,2,0,H
12974,spn,2019,14/09/2019,,BAR,Barcelona,VAL,Valencia,5,2,H
12975,spn,2019,15/09/2019,,EIB,Eibar,ESP,Espanol,1,2,A
12976,spn,2019,15/09/2019,,ALA,Alaves,SEV,Sevilla,0,1,A
12977,spn,2019,15/09/2019,,CEL,Celta,GRA,Granada,0,2,A
12978,spn,2019,15/09/2019,,VLL,Valladolid,OSA,Osasuna,1,1,D
12979,spn,2019,15/09/2019,,BET,Betis,GET,Getafe,1,1,D
12980,spn,2019,20/09/2019,,OSA,Osasuna,BET,Betis,0,0,D
12981,spn,2019,21/09/2019,,VIL,Villarreal,VLL,Valladolid,2,0,H
12982,spn,2019,21/09/2019,,LEV,Levante,EIB,Eibar,0,0,D
12983,spn,2019,21/09/2019,,ATM,Ath Madrid,CEL,Celta,0,0,D
12984,spn,2019,21/09/2019,,GRA,Granada,BAR,Barcelona,2,0,H
12985,spn,2019,22/09/2019,,GET,Getafe,MLL,Mallorca,4,2,H
12986,spn,2019,22/09/2019,,ESP,Espanol,RSO,Sociedad,1,3,A
12987,spn,2019,22/09/2019,,VAL,Valencia,LEG,Leganes,1,1,D
12988,spn,2019,22/09/2019,,ATH,Ath Bilbao,ALA,Alaves,2,0,H
12989,spn,2019,22/09/2019,,SEV,Sevilla,RMA,Real Madrid,0,1,A
12990,spn,2019,24/09/2019,,VLL,Valladolid,GRA,Granada,1,1,D
12991,spn,2019,24/09/2019,,BET,Betis,LEV,Levante,3,1,H
12992,spn,2019,24/09/2019,,BAR,Barcelona,VIL,Villarreal,2,1,H
12993,spn,2019,25/09/2019,,LEG,Leganes,ATH,Ath Bilbao,1,1,D
12994,spn,2019,25/09/2019,,MLL,Mallorca,ATM,Ath Madrid,0,2,A
12995,spn,2019,25/09/2019,,VAL,Valencia,GET,Getafe,3,3,D
12996,spn,2019,25/09/2019,,RMA,Real Madrid,OSA,Osasuna,2,0,H
12997,spn,2019,26/09/2019,,EIB,Eibar,SEV,Sevilla,3,2,H
12998,spn,2019,26/09/2019,,CEL,Celta,ESP,Espanol,1,1,D
12999,spn,2019,26/09/2019,,RSO,Sociedad,ALA,Alaves,3,0,H
13000,spn,2019,27/09/2019,,VIL,Villarreal,BET,Betis,5,1,H
13001,spn,2019,28/09/2019,,ATH,Ath Bilbao,VAL,Valencia,0,1,A
13002,spn,2019,28/09/2019,,GET,Getafe,BAR,Barcelona,0,2,A
13003,spn,2019,28/09/2019,,GRA,Granada,LEG,Leganes,1,0,H
13004,spn,2019,28/09/2019,,ATM,Ath Madrid,RMA,Real Madrid,0,0,D
13005,spn,2019,29/09/2019,,ESP,Espanol,VLL,Valladolid,0,2,A
13006,spn,2019,29/09/2019,,EIB,Eibar,CEL,Celta,2,0,H
13007,spn,2019,29/09/2019,,ALA,Alaves,MLL,Mallorca,2,0,H
13008,spn,2019,29/09/2019,,LEV,Levante,OSA,Osasuna,1,1,D
13009,spn,2019,29/09/2019,,SEV,Sevilla,RSO,Sociedad,3,2,H
13010,spn,2019,04/10/2019,,BET,Betis,EIB,Eibar,1,1,D
13011,spn,2019,05/10/2019,,LEG,Leganes,LEV,Levante,1,2,A
13012,spn,2019,05/10/2019,,RMA,Real Madrid,GRA,Granada,4,2,H
13013,spn,2019,05/10/2019,,VAL,Valencia,ALA,Alaves,2,1,H
13014,spn,2019,05/10/2019,,OSA,Osasuna,VIL,Villarreal,2,1,H
13015,spn,2019,06/10/2019,,MLL,Mallorca,ESP,Espanol,2,0,H
13016,spn,2019,06/10/2019,,CEL,Celta,ATH,Ath Bilbao,1,0,H
13017,spn,2019,06/10/2019,,VLL,Valladolid,ATM,Ath Madrid,0,0,D
13018,spn,2019,06/10/2019,,RSO,Sociedad,GET,Getafe,1,2,A
13019,spn,2019,06/10/2019,,BAR,Barcelona,SEV,Sevilla,4,0,H
13020,spn,2019,18/10/2019,,GRA,Granada,OSA,Osasuna,1,0,H
13021,spn,2019,19/10/2019,,EIB,Eibar,BAR,Barcelona,0,3,A
13022,spn,2019,19/10/2019,,ATM,Ath Madrid,VAL,Valencia,1,1,D
13023,spn,2019,19/10/2019,,GET,Getafe,LEG,Leganes,2,0,H
13024,spn,2019,19/10/2019,,MLL,Mallorca,RMA,Real Madrid,1,0,H
13025,spn,2019,20/10/2019,,ALA,Alaves,CEL,Celta,2,0,H
13026,spn,2019,20/10/2019,,RSO,Sociedad,BET,Betis,3,1,H
13027,spn,2019,20/10/2019,,ESP,Espanol,VIL,Villarreal,0,1,A
13028,spn,2019,20/10/2019,,ATH,Ath Bilbao,VLL,Valladolid,1,1,D
13029,spn,2019,20/10/2019,,SEV,Sevilla,LEV,Levante,1,0,H
13030,spn,2019,25/10/2019,,VIL,Villarreal,ALA,Alaves,4,1,H
13031,spn,2019,26/10/2019,,LEG,Leganes,MLL,Mallorca,1,0,H
13032,spn,2019,26/10/2019,,VLL,Valladolid,EIB,Eibar,2,0,H
13033,spn,2019,26/10/2019,,ATM,Ath Madrid,ATH,Ath Bilbao,2,0,H
13034,spn,2019,27/10/2019,,CEL,Celta,RSO,Sociedad,0,1,A
13035,spn,2019,27/10/2019,,GRA,Granada,BET,Betis,1,0,H
13036,spn,2019,27/10/2019,,LEV,Levante,ESP,Espanol,0,1,A
13037,spn,2019,27/10/2019,,SEV,Sevilla,GET,Getafe,2,0,H
13038,spn,2019,27/10/2019,,OSA,Osasuna,VAL,Valencia,3,1,H
13039,spn,2019,29/10/2019,,ALA,Alaves,ATM,Ath Madrid,1,1,D
13040,spn,2019,29/10/2019,,BAR,Barcelona,VLL,Valladolid,5,1,H
13041,spn,2019,30/10/2019,,RSO,Sociedad,LEV,Levante,1,2,A
13042,spn,2019,30/10/2019,,VAL,Valencia,SEV,Sevilla,1,1,D
13043,spn,2019,30/10/2019,,ATH,Ath Bilbao,ESP,Espanol,3,0,H
13044,spn,2019,30/10/2019,,BET,Betis,CEL,Celta,2,1,H
13045,spn,2019,30/10/2019,,RMA,Real Madrid,LEG,Leganes,5,0,H
13046,spn,2019,31/10/2019,,EIB,Eibar,VIL,Villarreal,2,1,H
13047,spn,2019,31/10/2019,,MLL,Mallorca,OSA,Osasuna,2,2,D
13048,spn,2019,31/10/2019,,GET,Getafe,GRA,Granada,3,1,H
13049,spn,2019,02/11/2019,,ESP,Espanol,VAL,Valencia,1,2,A
13050,spn,2019,02/11/2019,,LEV,Levante,BAR,Barcelona,3,1,H
13051,spn,2019,02/11/2019,,SEV,Sevilla,ATM,Ath Madrid,1,1,D
13052,spn,2019,02/11/2019,,RMA,Real Madrid,BET,Betis,0,0,D
13053,spn,2019,03/11/2019,,VLL,Valladolid,MLL,Mallorca,3,0,H
13054,spn,2019,03/11/2019,,VIL,Villarreal,ATH,Ath Bilbao,0,0,D
13055,spn,2019,03/11/2019,,OSA,Osasuna,ALA,Alaves,4,2,H
13056,spn,2019,03/11/2019,,CEL,Celta,GET,Getafe,0,1,A
13057,spn,2019,03/11/2019,,LEG,Leganes,EIB,Eibar,1,2,A
13058,spn,2019,03/11/2019,,GRA,Granada,RSO,Sociedad,1,2,A
13059,spn,2019,08/11/2019,,RSO,Sociedad,LEG,Leganes,1,1,D
13060,spn,2019,09/11/2019,,ALA,Alaves,VLL,Valladolid,3,0,H
13061,spn,2019,09/11/2019,,VAL,Valencia,GRA,Granada,2,0,H
13062,spn,2019,09/11/2019,,EIB,Eibar,RMA,Real Madrid,0,4,A
13063,spn,2019,09/11/2019,,BAR,Barcelona,CEL,Celta,4,1,H
13064,spn,2019,10/11/2019,,MLL,Mallorca,VIL,Villarreal,3,1,H
13065,spn,2019,10/11/2019,,ATH,Ath Bilbao,LEV,Levante,2,1,H
13066,spn,2019,10/11/2019,,ATM,Ath Madrid,ESP,Espanol,3,1,H
13067,spn,2019,10/11/2019,,GET,Getafe,OSA,Osasuna,0,0,D
13068,spn,2019,10/11/2019,,BET,Betis,SEV,Sevilla,1,2,A
13069,spn,2019,22/11/2019,,LEV,Levante,MLL,Mallorca,2,1,H
13070,spn,2019,23/11/2019,,LEG,Leganes,BAR,Barcelona,1,2,A
13071,spn,2019,23/11/2019,,BET,Betis,VAL,Valencia,2,1,H
13072,spn,2019,23/11/2019,,GRA,Granada,ATM,Ath Madrid,1,1,D
13073,spn,2019,23/11/2019,,RMA,Real Madrid,RSO,Sociedad,3,1,H
13074,spn,2019,24/11/2019,,ESP,Espanol,GET,Getafe,1,1,D
13075,spn,2019,24/11/2019,,OSA,Osasuna,ATH,Ath Bilbao,1,2,A
13076,spn,2019,24/11/2019,,EIB,Eibar,ALA,Alaves,0,2,A
13077,spn,2019,24/11/2019,,VIL,Villarreal,CEL,Celta,1,3,A
13078,spn,2019,24/11/2019,,VLL,Valladolid,SEV,Sevilla,0,1,A
13079,spn,2019,29/11/2019,,CEL,Celta,VLL,Valladolid,0,0,D
13080,spn,2019,30/11/2019,,ALA,Alaves,RMA,Real Madrid,1,2,A
13081,spn,2019,30/11/2019,,RSO,Sociedad,EIB,Eibar,4,1,H
13082,spn,2019,30/11/2019,,MLL,Mallorca,BET,Betis,1,2,A
13083,spn,2019,30/11/2019,,VAL,Valencia,VIL,Villarreal,2,1,H
13084,spn,2019,01/12/2019,,SEV,Sevilla,LEG,Leganes,1,0,H
13085,spn,2019,01/12/2019,,ATH,Ath Bilbao,GRA,Granada,2,0,H
13086,spn,2019,01/12/2019,,ESP,Espanol,OSA,Osasuna,2,4,A
13087,spn,2019,01/12/2019,,GET,Getafe,LEV,Levante,4,0,H
13088,spn,2019,01/12/2019,,ATM,Ath Madrid,BAR,Barcelona,0,1,A
13089,spn,2019,06/12/2019,,VIL,Villarreal,ATM,Ath Madrid,0,0,D
13090,spn,2019,07/12/2019,,RMA,Real Madrid,ESP,Espanol,2,0,H
13091,spn,2019,07/12/2019,,GRA,Granada,ALA,Alaves,3,0,H
13092,spn,2019,07/12/2019,,LEV,Levante,VAL,Valencia,2,4,A
13093,spn,2019,07/12/2019,,BAR,Barcelona,MLL,Mallorca,5,2,H
13094,spn,2019,08/12/2019,,EIB,Eibar,GET,Getafe,0,1,A
13095,spn,2019,08/12/2019,,BET,Betis,ATH,Ath Bilbao,3,2,H
13096,spn,2019,08/12/2019,,VLL,Valladolid,RSO,Sociedad,0,0,D
13097,spn,2019,08/12/2019,,LEG,Leganes,CEL,Celta,3,2,H
13098,spn,2019,08/12/2019,,OSA,Osasuna,SEV,Sevilla,1,1,D
13099,spn,2019,13/12/2019,,ALA,Alaves,LEG,Leganes,1,1,D
13100,spn,2019,14/12/2019,,GRA,Granada,LEV,Levante,1,2,A
13101,spn,2019,14/12/2019,,RSO,Sociedad,BAR,Barcelona,2,2,D
13102,spn,2019,14/12/2019,,ATH,Ath Bilbao,EIB,Eibar,0,0,D
13103,spn,2019,14/12/2019,,ATM,Ath Madrid,OSA,Osasuna,2,0,H
13104,spn,2019,15/12/2019,,GET,Getafe,VLL,Valladolid,2,0,H
13105,spn,2019,15/12/2019,,CEL,Celta,MLL,Mallorca,2,2,D
13106,spn,2019,15/12/2019,,ESP,Espanol,BET,Betis,2,2,D
13107,spn,2019,15/12/2019,,SEV,Sevilla,VIL,Villarreal,1,2,A
13108,spn,2019,15/12/2019,,VAL,Valencia,RMA,Real Madrid,1,1,D
13109,spn,2019,18/12/2019,,BAR,Barcelona,RMA,Real Madrid,0,0,D
13110,spn,2019,20/12/2019,,EIB,Eibar,GRA,Granada,3,0,H
13111,spn,2019,21/12/2019,,MLL,Mallorca,SEV,Sevilla,0,2,A
13112,spn,2019,21/12/2019,,BAR,Barcelona,ALA,Alaves,4,1,H
13113,spn,2019,21/12/2019,,VIL,Villarreal,GET,Getafe,1,0,H
13114,spn,2019,21/12/2019,,VLL,Valladolid,VAL,Valencia,1,1,D
13115,spn,2019,22/12/2019,,LEG,Leganes,ESP,Espanol,2,0,H
13116,spn,2019,22/12/2019,,OSA,Osasuna,RSO,Sociedad,3,4,A
13117,spn,2019,22/12/2019,,BET,Betis,ATM,Ath Madrid,1,2,A
13118,spn,2019,22/12/2019,,LEV,Levante,CEL,Celta,3,1,H
13119,spn,2019,22/12/2019,,RMA,Real Madrid,ATH,Ath Bilbao,0,0,D
13120,spn,2019,03/01/2020,,VLL,Valladolid,LEG,Leganes,2,2,D
13121,spn,2019,03/01/2020,,SEV,Sevilla,ATH,Ath Bilbao,1,1,D
13122,spn,2019,04/01/2020,,VAL,Valencia,EIB,Eibar,1,0,H
13123,spn,2019,04/01/2020,,GET,Getafe,RMA,Real Madrid,0,3,A
13124,spn,2019,04/01/2020,,ATM,Ath Madrid,LEV,Levante,2,1,H
13125,spn,2019,04/01/2020,,ESP,Espanol,BAR,Barcelona,2,2,D
13126,spn,2019,05/01/2020,,GRA,Granada,MLL,Mallorca,1,0,H
13127,spn,2019,05/01/2020,,RSO,Sociedad,VIL,Villarreal,1,2,A
13128,spn,2019,05/01/2020,,ALA,Alaves,BET,Betis,1,1,D
13129,spn,2019,05/01/2020,,CEL,Celta,OSA,Osasuna,1,1,D
13130,spn,2019,17/01/2020,,LEG,Leganes,GET,Getafe,0,3,A
13131,spn,2019,18/01/2020,,LEV,Levante,ALA,Alaves,0,1,A
13132,spn,2019,18/01/2020,,RMA,Real Madrid,SEV,Sevilla,2,1,H
13133,spn,2019,18/01/2020,,OSA,Osasuna,VLL,Valladolid,0,0,D
13134,spn,2019,18/01/2020,,EIB,Eibar,ATM,Ath Madrid,2,0,H
13135,spn,2019,19/01/2020,,MLL,Mallorca,VAL,Valencia,4,1,H
13136,spn,2019,19/01/2020,,BET,Betis,RSO,Sociedad,3,0,H
13137,spn,2019,19/01/2020,,VIL,Villarreal,ESP,Espanol,1,2,A
13138,spn,2019,19/01/2020,,ATH,Ath Bilbao,CEL,Celta,1,1,D
13139,spn,2019,19/01/2020,,BAR,Barcelona,GRA,Granada,1,0,H
13140,spn,2019,24/01/2020,,OSA,Osasuna,LEV,Levante,2,0,H
13141,spn,2019,25/01/2020,,ESP,Espanol,ATH,Ath Bilbao,1,1,D
13142,spn,2019,25/01/2020,,VAL,Valencia,BAR,Barcelona,2,0,H
13143,spn,2019,25/01/2020,,ALA,Alaves,VIL,Villarreal,1,2,A
13144,spn,2019,25/01/2020,,SEV,Sevilla,GRA,Granada,2,0,H
13145,spn,2019,26/01/2020,,ATM,Ath Madrid,LEG,Leganes,0,0,D
13146,spn,2019,26/01/2020,,CEL,Celta,EIB,Eibar,0,0,D
13147,spn,2019,26/01/2020,,GET,Getafe,BET,Betis,1,0,H
13148,spn,2019,26/01/2020,,RSO,Sociedad,MLL,Mallorca,3,0,H
13149,spn,2019,26/01/2020,,VLL,Valladolid,RMA,Real Madrid,0,1,A
13150,spn,2019,01/02/2020,,GRA,Granada,ESP,Espanol,2,1,H
13151,spn,2019,01/02/2020,,RMA,Real Madrid,ATM,Ath Madrid,1,0,H
13152,spn,2019,01/02/2020,,MLL,Mallorca,VLL,Valladolid,0,1,A
13153,spn,2019,01/02/2020,,VAL,Valencia,CEL,Celta,1,0,H
13154,spn,2019,02/02/2020,,LEG,Leganes,RSO,Sociedad,2,1,H
13155,spn,2019,02/02/2020,,EIB,Eibar,BET,Betis,1,1,D
13156,spn,2019,02/02/2020,,ATH,Ath Bilbao,GET,Getafe,0,2,A
13157,spn,2019,02/02/2020,,SEV,Sevilla,ALA,Alaves,1,1,D
13158,spn,2019,02/02/2020,,VIL,Villarreal,OSA,Osasuna,3,1,H
13159,spn,2019,02/02/2020,,BAR,Barcelona,LEV,Levante,2,1,H
13160,spn,2019,07/02/2020,,ALA,Alaves,EIB,Eibar,2,1,H
13161,spn,2019,08/02/2020,,LEV,Levante,LEG,Leganes,2,0,H
13162,spn,2019,08/02/2020,,GET,Getafe,VAL,Valencia,3,0,H
13163,spn,2019,08/02/2020,,VLL,Valladolid,VIL,Villarreal,1,1,D
13164,spn,2019,08/02/2020,,ATM,Ath Madrid,GRA,Granada,1,0,H
13165,spn,2019,09/02/2020,,ESP,Espanol,MLL,Mallorca,1,0,H
13166,spn,2019,09/02/2020,,RSO,Sociedad,ATH,Ath Bilbao,2,1,H
13167,spn,2019,09/02/2020,,OSA,Osasuna,RMA,Real Madrid,1,4,A
13168,spn,2019,09/02/2020,,CEL,Celta,SEV,Sevilla,2,1,H
13169,spn,2019,09/02/2020,,BET,Betis,BAR,Barcelona,2,3,A
13170,spn,2019,14/02/2020,,VAL,Valencia,ATM,Ath Madrid,2,2,D
13171,spn,2019,15/02/2020,,MLL,Mallorca,ALA,Alaves,1,0,H
13172,spn,2019,15/02/2020,,BAR,Barcelona,GET,Getafe,2,1,H
13173,spn,2019,15/02/2020,,VIL,Villarreal,LEV,Levante,2,1,H
13174,spn,2019,15/02/2020,,GRA,Granada,VLL,Valladolid,2,1,H
13175,spn,2019,16/02/2020,,SEV,Sevilla,ESP,Espanol,2,2,D
13176,spn,2019,16/02/2020,,LEG,Leganes,BET,Betis,0,0,D
13177,spn,2019,16/02/2020,,ATH,Ath Bilbao,OSA,Osasuna,0,1,A
13178,spn,2019,16/02/2020,,RMA,Real Madrid,CEL,Celta,2,2,D
13179,spn,2019,21/02/2020,,BET,Betis,MLL,Mallorca,3,3,D
13180,spn,2019,22/02/2020,,CEL,Celta,LEG,Leganes,1,0,H
13181,spn,2019,22/02/2020,,BAR,Barcelona,EIB,Eibar,5,0,H
13182,spn,2019,22/02/2020,,RSO,Sociedad,VAL,Valencia,3,0,H
13183,spn,2019,22/02/2020,,LEV,Levante,RMA,Real Madrid,1,0,H
13184,spn,2019,23/02/2020,,OSA,Osasuna,GRA,Granada,0,3,A
13185,spn,2019,23/02/2020,,ALA,Alaves,ATH,Ath Bilbao,2,1,H
13186,spn,2019,23/02/2020,,VLL,Valladolid,ESP,Espanol,2,1,H
13187,spn,2019,23/02/2020,,GET,Getafe,SEV,Sevilla,0,3,A
13188,spn,2019,23/02/2020,,ATM,Ath Madrid,VIL,Villarreal,3,1,H
13189,spn,2019,28/02/2020,,RSO,Sociedad,VLL,Valladolid,1,0,H
13190,spn,2019,29/02/2020,,EIB,Eibar,LEV,Levante,3,0,H
13191,spn,2019,29/02/2020,,VAL,Valencia,BET,Betis,2,1,H
13192,spn,2019,29/02/2020,,LEG,Leganes,ALA,Alaves,1,1,D
13193,spn,2019,29/02/2020,,GRA,Granada,CEL,Celta,0,0,D
13194,spn,2019,01/03/2020,,SEV,Sevilla,OSA,Osasuna,3,2,H
13195,spn,2019,01/03/2020,,ATH,Ath Bilbao,VIL,Villarreal,1,0,H
13196,spn,2019,01/03/2020,,ESP,Espanol,ATM,Ath Madrid,1,1,D
13197,spn,2019,01/03/2020,,MLL,Mallorca,GET,Getafe,0,1,A
13198,spn,2019,01/03/2020,,RMA,Real Madrid,BAR,Barcelona,2,0,H
13199,spn,2019,06/03/2020,,ALA,Alaves,VAL,Valencia,1,1,D
13200,spn,2019,07/03/2020,,EIB,Eibar,MLL,Mallorca,1,2,A
13201,spn,2019,07/03/2020,,ATM,Ath Madrid,SEV,Sevilla,2,2,D
13202,spn,2019,07/03/2020,,BAR,Barcelona,RSO,Sociedad,1,0,H
13203,spn,2019,07/03/2020,,GET,Getafe,CEL,Celta,0,0,D
13204,spn,2019,08/03/2020,,OSA,Osasuna,ESP,Espanol,1,0,H
13205,spn,2019,08/03/2020,,VLL,Valladolid,ATH,Ath Bilbao,1,4,A
13206,spn,2019,08/03/2020,,LEV,Levante,GRA,Granada,1,1,D
13207,spn,2019,08/03/2020,,VIL,Villarreal,LEG,Leganes,1,2,A
13208,spn,2019,08/03/2020,,BET,Betis,RMA,Real Madrid,2,1,H
13209,spn,2019,10/03/2020,,EIB,Eibar,RSO,Sociedad,1,2,A
13210,spn,2019,11/06/2020,,SEV,Sevilla,BET,Betis,2,0,H
13211,spn,2019,12/06/2020,,GRA,Granada,GET,Getafe,2,1,H
13212,spn,2019,12/06/2020,,VAL,Valencia,LEV,Levante,1,1,D
13213,spn,2019,13/06/2020,,ESP,Espanol,ALA,Alaves,2,0,H
13214,spn,2019,13/06/2020,,CEL,Celta,VIL,Villarreal,0,1,A
13215,spn,2019,13/06/2020,,LEG,Leganes,VLL,Valladolid,1,2,A
13216,spn,2019,13/06/2020,,MLL,Mallorca,BAR,Barcelona,0,4,A
13217,spn,2019,14/06/2020,,ATH,Ath Bilbao,ATM,Ath Madrid,1,1,D
13218,spn,2019,14/06/2020,,RMA,Real Madrid,EIB,Eibar,3,1,H
13219,spn,2019,14/06/2020,,RSO,Sociedad,OSA,Osasuna,1,1,D
13220,spn,2019,15/06/2020,,LEV,Levante,SEV,Sevilla,1,1,D
13221,spn,2019,15/06/2020,,BET,Betis,GRA,Granada,2,2,D
13222,spn,2019,16/06/2020,,GET,Getafe,ESP,Espanol,0,0,D
13223,spn,2019,16/06/2020,,VIL,Villarreal,MLL,Mallorca,1,0,H
13224,spn,2019,16/06/2020,,BAR,Barcelona,LEG,Leganes,2,0,H
13225,spn,2019,17/06/2020,,EIB,Eibar,ATH,Ath Bilbao,2,2,D
13226,spn,2019,17/06/2020,,VLL,Valladolid,CEL,Celta,0,0,D
13227,spn,2019,17/06/2020,,OSA,Osasuna,ATM,Ath Madrid,0,5,A
13228,spn,2019,18/06/2020,,ALA,Alaves,RSO,Sociedad,2,0,H
13229,spn,2019,18/06/2020,,RMA,Real Madrid,VAL,Valencia,3,0,H
13230,spn,2019,19/06/2020,,GRA,Granada,VIL,Villarreal,0,1,A
13231,spn,2019,19/06/2020,,MLL,Mallorca,LEG,Leganes,1,1,D
13232,spn,2019,19/06/2020,,SEV,Sevilla,BAR,Barcelona,0,0,D
13233,spn,2019,20/06/2020,,ESP,Espanol,LEV,Levante,1,3,A
13234,spn,2019,20/06/2020,,ATH,Ath Bilbao,BET,Betis,1,0,H
13235,spn,2019,20/06/2020,,GET,Getafe,EIB,Eibar,1,1,D
13236,spn,2019,20/06/2020,,ATM,Ath Madrid,VLL,Valladolid,1,0,H
13237,spn,2019,21/06/2020,,CEL,Celta,ALA,Alaves,6,0,H
13238,spn,2019,21/06/2020,,VAL,Valencia,OSA,Osasuna,2,0,H
13239,spn,2019,21/06/2020,,RSO,Sociedad,RMA,Real Madrid,1,2,A
13240,spn,2019,22/06/2020,,VIL,Villarreal,SEV,Sevilla,2,2,D
13241,spn,2019,22/06/2020,,LEG,Leganes,GRA,Granada,0,0,D
13242,spn,2019,23/06/2020,,LEV,Levante,ATM,Ath Madrid,0,1,A
13243,spn,2019,23/06/2020,,VLL,Valladolid,GET,Getafe,1,1,D
13244,spn,2019,23/06/2020,,BAR,Barcelona,ATH,Ath Bilbao,1,0,H
13245,spn,2019,24/06/2020,,ALA,Alaves,OSA,Osasuna,0,1,A
13246,spn,2019,24/06/2020,,RSO,Sociedad,CEL,Celta,0,1,A
13247,spn,2019,24/06/2020,,RMA,Real Madrid,MLL,Mallorca,2,0,H
13248,spn,2019,25/06/2020,,EIB,Eibar,VAL,Valencia,1,0,H
13249,spn,2019,25/06/2020,,BET,Betis,ESP,Espanol,1,0,H
13250,spn,2019,26/06/2020,,SEV,Sevilla,VLL,Valladolid,1,1,D
13251,spn,2019,27/06/2020,,ATH,Ath Bilbao,MLL,Mallorca,3,1,H
13252,spn,2019,27/06/2020,,CEL,Celta,BAR,Barcelona,2,2,D
13253,spn,2019,27/06/2020,,OSA,Osasuna,LEG,Leganes,2,1,H
13254,spn,2019,27/06/2020,,ATM,Ath Madrid,ALA,Alaves,2,1,H
13255,spn,2019,28/06/2020,,LEV,Levante,BET,Betis,4,2,H
13256,spn,2019,28/06/2020,,VIL,Villarreal,VAL,Valencia,2,0,H
13257,spn,2019,28/06/2020,,GRA,Granada,EIB,Eibar,1,2,A
13258,spn,2019,28/06/2020,,ESP,Espanol,RMA,Real Madrid,0,1,A
13259,spn,2019,29/06/2020,,GET,Getafe,RSO,Sociedad,2,1,H
13260,spn,2019,30/06/2020,,MLL,Mallorca,CEL,Celta,5,1,H
13261,spn,2019,30/06/2020,,LEG,Leganes,SEV,Sevilla,0,3,A
13262,spn,2019,30/06/2020,,BAR,Barcelona,ATM,Ath Madrid,2,2,D
13263,spn,2019,01/07/2020,,ALA,Alaves,GRA,Granada,0,2,A
13264,spn,2019,01/07/2020,,VAL,Valencia,ATH,Ath Bilbao,0,2,A
13265,spn,2019,01/07/2020,,BET,Betis,VIL,Villarreal,0,2,A
13266,spn,2019,01/07/2020,,VLL,Valladolid,LEV,Levante,0,0,D
13267,spn,2019,02/07/2020,,EIB,Eibar,OSA,Osasuna,0,2,A
13268,spn,2019,02/07/2020,,RSO,Sociedad,ESP,Espanol,2,1,H
13269,spn,2019,02/07/2020,,RMA,Real Madrid,GET,Getafe,1,0,H
13270,spn,2019,03/07/2020,,ATM,Ath Madrid,MLL,Mallorca,3,0,H
13271,spn,2019,04/07/2020,,CEL,Celta,BET,Betis,1,1,D
13272,spn,2019,04/07/2020,,VLL,Valladolid,ALA,Alaves,1,0,H
13273,spn,2019,04/07/2020,,GRA,Granada,VAL,Valencia,2,2,D
13274,spn,2019,05/07/2020,,ATH,Ath Bilbao,RMA,Real Madrid,0,1,A
13275,spn,2019,05/07/2020,,ESP,Espanol,LEG,Leganes,0,1,A
13276,spn,2019,05/07/2020,,OSA,Osasuna,GET,Getafe,0,0,D
13277,spn,2019,05/07/2020,,VIL,Villarreal,BAR,Barcelona,1,4,A
13278,spn,2019,06/07/2020,,LEV,Levante,RSO,Sociedad,1,1,D
13279,spn,2019,06/07/2020,,SEV,Sevilla,EIB,Eibar,1,0,H
13280,spn,2019,07/07/2020,,VAL,Valencia,VLL,Valladolid,2,1,H
13281,spn,2019,07/07/2020,,CEL,Celta,ATM,Ath Madrid,1,1,D
13282,spn,2019,08/07/2020,,BET,Betis,OSA,Osasuna,3,0,H
13283,spn,2019,08/07/2020,,GET,Getafe,VIL,Villarreal,1,3,A
13284,spn,2019,08/07/2020,,BAR,Barcelona,ESP,Espanol,1,0,H
13285,spn,2019,09/07/2020,,EIB,Eibar,LEG,Leganes,0,0,D
13286,spn,2019,09/07/2020,,MLL,Mallorca,LEV,Levante,2,0,H
13287,spn,2019,09/07/2020,,ATH,Ath Bilbao,SEV,Sevilla,1,2,A
13288,spn,2019,10/07/2020,,RSO,Sociedad,GRA,Granada,2,3,A
13289,spn,2019,10/07/2020,,RMA,Real Madrid,ALA,Alaves,2,0,H
13290,spn,2019,11/07/2020,,OSA,Osasuna,CEL,Celta,2,1,H
13291,spn,2019,11/07/2020,,VLL,Valladolid,BAR,Barcelona,0,1,A
