,League,Year,Date,Time,H_Code,H_Team,A_Code,A_Team,H_Goals,A_Goals,Result
3308,epl,2021,10/03/2022,19:30,SOU,Southampton,NEW,Newcastle,1,2,A
3309,epl,2021,10/03/2022,19:30,WOL,Wolves,WAT,Watford,4,0,H
3310,epl,2021,10/03/2022,19:45,LEE,Leeds,AVL,Aston Villa,0,3,A
3311,epl,2021,12/03/2022,12:30,BHA,Brighton,LIV,Liverpool,0,2,A
3312,epl,2021,12/03/2022,15:00,BRE,Brentford,BUR,Burnley,2,0,H
3313,epl,2021,12/03/2022,17:30,MAN,Man United,TOT,Tottenham,3,2,H
3314,epl,2021,13/03/2022,14:00,CHE,Chelsea,NEW,Newcastle,1,0,H
3315,epl,2021,13/03/2022,14:00,EVE,Everton,WOL,Wolves,0,1,A
3316,epl,2021,13/03/2022,14:00,LEE,Leeds,NOR,Norwich,2,1,H
3317,epl,2021,13/03/2022,14:00,SOU,Southampton,WAT,Watford,1,2,A
3318,epl,2021,13/03/2022,14:00,WHU,West Ham,AVL,Aston Villa,2,1,H
3319,epl,2021,13/03/2022,16:30,ARS,Arsenal,LEI,Leicester,2,0,H
3320,epl,2021,14/03/2022,20:00,CRY,Crystal Palace,MNC,Man City,0,0,D
3321,epl,2021,16/03/2022,19:30,BHA,Brighton,TOT,Tottenham,0,2,A
3322,epl,2021,16/03/2022,20:15,ARS,Arsenal,LIV,Liverpool,0,2,A
3323,epl,2021,17/03/2022,19:45,EVE,Everton,NEW,Newcastle,1,0,H
3324,epl,2021,18/03/2022,20:00,WOL,Wolves,LEE,Leeds,2,3,A
3325,epl,2021,19/03/2022,12:30,AVL,Aston Villa,ARS,Arsenal,0,1,A
3326,epl,2021,20/03/2022,14:00,LEI,Leicester,BRE,Brentford,2,1,H
3327,epl,2021,20/03/2022,16:30,TOT,Tottenham,WHU,West Ham,3,1,H
3328,epl,2021,02/04/2022,12:30,LIV,Liverpool,WAT,Watford,2,0,H
3329,epl,2021,02/04/2022,15:00,BHA,Brighton,NOR,Norwich,0,0,D
3330,epl,2021,02/04/2022,15:00,BUR,Burnley,MNC,Man City,0,2,A
3331,epl,2021,02/04/2022,15:00,CHE,Chelsea,BRE,Brentford,1,4,A
3332,epl,2021,02/04/2022,15:00,LEE,Leeds,SOU,Southampton,1,1,D
3333,epl,2021,02/04/2022,15:00,WOL,Wolves,AVL,Aston Villa,2,1,H
3334,epl,2021,02/04/2022,17:30,MAN,Man United,LEI,Leicester,1,1,D
3335,epl,2021,03/04/2022,14:00,WHU,West Ham,EVE,Everton,2,1,H
3336,epl,2021,03/04/2022,16:30,TOT,Tottenham,NEW,Newcastle,5,1,H
3337,epl,2021,04/04/2022,20:00,CRY,Crystal Palace,ARS,Arsenal,3,0,H
3338,epl,2021,06/04/2022,19:30,BUR,Burnley,EVE,Everton,3,2,H
3339,epl,2021,08/04/2022,20:00,NEW,Newcastle,WOL,Wolves,1,0,H
3340,epl,2021,09/04/2022,12:30,EVE,Everton,MAN,Man United,1,0,H
3341,epl,2021,09/04/2022,15:00,ARS,Arsenal,BHA,Brighton,1,2,A
3342,epl,2021,09/04/2022,15:00,SOU,Southampton,CHE,Chelsea,0,6,A
3343,epl,2021,09/04/2022,15:00,WAT,Watford,LEE,Leeds,0,3,A
3344,epl,2021,09/04/2022,17:30,AVL,Aston Villa,TOT,Tottenham,0,4,A
3345,epl,2021,10/04/2022,14:00,BRE,Brentford,WHU,West Ham,2,0,H
3346,epl,2021,10/04/2022,14:00,LEI,Leicester,CRY,Crystal Palace,2,1,H
3347,epl,2021,10/04/2022,14:00,NOR,Norwich,BUR,Burnley,2,0,H
3348,epl,2021,10/04/2022,16:30,MNC,Man City,LIV,Liverpool,2,2,D
3349,epl,2021,16/04/2022,12:30,TOT,Tottenham,BHA,Brighton,0,1,A
3350,epl,2021,16/04/2022,15:00,MAN,Man United,NOR,Norwich,3,2,H
3351,epl,2021,16/04/2022,15:00,SOU,Southampton,ARS,Arsenal,1,0,H
3352,epl,2021,16/04/2022,15:00,WAT,Watford,BRE,Brentford,1,2,A
3353,epl,2021,17/04/2022,14:15,NEW,Newcastle,LEI,Leicester,2,1,H
3354,epl,2021,17/04/2022,14:15,WHU,West Ham,BUR,Burnley,1,1,D
3355,epl,2021,19/04/2022,20:00,LIV,Liverpool,MAN,Man United,4,0,H
3356,epl,2021,20/04/2022,19:45,CHE,Chelsea,ARS,Arsenal,2,4,A
3357,epl,2021,20/04/2022,19:45,EVE,Everton,LEI,Leicester,1,1,D
3358,epl,2021,20/04/2022,19:45,NEW,Newcastle,CRY,Crystal Palace,1,0,H
3359,epl,2021,20/04/2022,20:00,MNC,Man City,BHA,Brighton,3,0,H
3360,epl,2021,21/04/2022,19:45,BUR,Burnley,SOU,Southampton,2,0,H
3361,epl,2021,23/04/2022,12:30,ARS,Arsenal,MAN,Man United,3,1,H
3362,epl,2021,23/04/2022,15:00,LEI,Leicester,AVL,Aston Villa,0,0,D
3363,epl,2021,23/04/2022,15:00,MNC,Man City,WAT,Watford,5,1,H
3364,epl,2021,23/04/2022,15:00,NOR,Norwich,NEW,Newcastle,0,3,A
3365,epl,2021,23/04/2022,17:30,BRE,Brentford,TOT,Tottenham,0,0,D
3366,epl,2021,24/04/2022,14:00,BHA,Brighton,SOU,Southampton,2,2,D
3367,epl,2021,24/04/2022,14:00,BUR,Burnley,WOL,Wolves,1,0,H
3368,epl,2021,24/04/2022,14:00,CHE,Chelsea,WHU,West Ham,1,0,H
3369,epl,2021,24/04/2022,16:30,LIV,Liverpool,EVE,Everton,2,0,H
3370,epl,2021,25/04/2022,20:00,CRY,Crystal Palace,LEE,Leeds,0,0,D
3371,epl,2021,28/04/2022,19:45,MAN,Man United,CHE,Chelsea,1,1,D
3372,epl,2021,30/04/2022,12:30,NEW,Newcastle,LIV,Liverpool,0,1,A
3373,epl,2021,30/04/2022,15:00,AVL,Aston Villa,NOR,Norwich,2,0,H
3374,epl,2021,30/04/2022,15:00,SOU,Southampton,CRY,Crystal Palace,1,2,A
3375,epl,2021,30/04/2022,15:00,WAT,Watford,BUR,Burnley,1,2,A
3376,epl,2021,30/04/2022,15:00,WOL,Wolves,BHA,Brighton,0,3,A
3377,epl,2021,30/04/2022,17:30,LEE,Leeds,MNC,Man City,0,4,A
3378,epl,2021,01/05/2022,14:00,EVE,Everton,CHE,Chelsea,1,0,H
3379,epl,2021,01/05/2022,14:00,TOT,Tottenham,LEI,Leicester,3,1,H
3380,epl,2021,01/05/2022,16:30,WHU,West Ham,ARS,Arsenal,1,2,A
3381,epl,2021,02/05/2022,20:00,MAN,Man United,BRE,Brentford,3,0,H
3382,epl,2021,07/05/2022,15:00,BRE,Brentford,SOU,Southampton,3,0,H
3383,epl,2021,07/05/2022,15:00,BUR,Burnley,AVL,Aston Villa,1,3,A
3384,epl,2021,07/05/2022,15:00,CHE,Chelsea,WOL,Wolves,2,2,D
3385,epl,2021,07/05/2022,15:00,CRY,Crystal Palace,WAT,Watford,1,0,H
3386,epl,2021,07/05/2022,17:30,BHA,Brighton,MAN,Man United,4,0,H
3387,epl,2021,07/05/2022,19:45,LIV,Liverpool,TOT,Tottenham,1,1,D
3388,epl,2021,08/05/2022,14:00,ARS,Arsenal,LEE,Leeds,2,1,H
3389,epl,2021,08/05/2022,14:00,LEI,Leicester,EVE,Everton,1,2,A
3390,epl,2021,08/05/2022,14:00,NOR,Norwich,WHU,West Ham,0,4,A
3391,epl,2021,08/05/2022,16:30,MNC,Man City,NEW,Newcastle,5,0,H
3392,epl,2021,10/05/2022,20:00,AVL,Aston Villa,LIV,Liverpool,1,2,A
3393,epl,2021,11/05/2022,19:30,LEE,Leeds,CHE,Chelsea,0,3,A
3394,epl,2021,11/05/2022,19:45,LEI,Leicester,NOR,Norwich,3,0,H
3395,epl,2021,11/05/2022,19:45,WAT,Watford,EVE,Everton,0,0,D
3396,epl,2021,11/05/2022,20:15,WOL,Wolves,MNC,Man City,1,5,A
3397,epl,2021,12/05/2022,19:45,TOT,Tottenham,ARS,Arsenal,3,0,H
3398,epl,2021,15/05/2022,12:00,TOT,Tottenham,BUR,Burnley,1,0,H
3399,epl,2021,15/05/2022,14:00,AVL,Aston Villa,CRY,Crystal Palace,1,1,D
3400,epl,2021,15/05/2022,14:00,LEE,Leeds,BHA,Brighton,1,1,D
3401,epl,2021,15/05/2022,14:00,WAT,Watford,LEI,Leicester,1,5,A
3402,epl,2021,15/05/2022,14:00,WHU,West Ham,MNC,Man City,2,2,D
3403,epl,2021,15/05/2022,14:00,WOL,Wolves,NOR,Norwich,1,1,D
3404,epl,2021,15/05/2022,16:30,EVE,Everton,BRE,Brentford,2,3,A
3405,epl,2021,16/05/2022,20:00,NEW,Newcastle,ARS,Arsenal,2,0,H
3406,epl,2021,17/05/2022,19:45,SOU,Southampton,LIV,Liverpool,1,2,A
3407,epl,2021,19/05/2022,19:45,EVE,Everton,CRY,Crystal Palace,3,2,H
3408,epl,2021,19/05/2022,20:00,AVL,Aston Villa,BUR,Burnley,1,1,D
3409,epl,2021,19/05/2022,20:00,CHE,Chelsea,LEI,Leicester,1,1,D
3410,epl,2021,22/05/2022,16:00,ARS,Arsenal,EVE,Everton,5,1,H
3411,epl,2021,22/05/2022,16:00,BRE,Brentford,LEE,Leeds,1,2,A
3412,epl,2021,22/05/2022,16:00,BHA,Brighton,WHU,West Ham,3,1,H
3413,epl,2021,22/05/2022,16:00,BUR,Burnley,NEW,Newcastle,1,2,A
3414,epl,2021,22/05/2022,16:00,CHE,Chelsea,WAT,Watford,2,1,H
3415,epl,2021,22/05/2022,16:00,CRY,Crystal Palace,MAN,Man United,1,0,H
3416,epl,2021,22/05/2022,16:00,LEI,Leicester,SOU,Southampton,4,1,H
3417,epl,2021,22/05/2022,16:00,LIV,Liverpool,WOL,Wolves,3,1,H
3418,epl,2021,22/05/2022,16:00,MNC,Man City,AVL,Aston Villa,3,2,H
3419,epl,2021,22/05/2022,16:00,NOR,Norwich,TOT,Tottenham,0,5,A
3420,epl,2022,05/08/2022,20:00,CRY,Crystal Palace,ARS,Arsenal,0,2,A
3421,epl,2022,06/08/2022,12:30,FUL,Fulham,LIV,Liverpool,2,2,D
3422,epl,2022,06/08/2022,15:00,BOU,Bournemouth,AVL,Aston Villa,2,0,H
3423,epl,2022,06/08/2022,15:00,LEE,Leeds,WOL,Wolves,2,1,H
3424,epl,2022,06/08/2022,15:00,NEW,Newcastle,NFO,Nott'm Forest,2,0,H
3425,epl,2022,06/08/2022,15:00,TOT,Tottenham,SOU,Southampton,4,1,H
3426,epl,2022,06/08/2022,17:30,EVE,Everton,CHE,Chelsea,0,1,A
3427,epl,2022,07/08/2022,14:00,LEI,Leicester,BRE,Brentford,2,2,D
3428,epl,2022,07/08/2022,14:00,MAN,Man United,BHA,Brighton,1,2,A
3429,epl,2022,07/08/2022,16:30,WHU,West Ham,MNC,Man City,0,2,A
3430,epl,2022,13/08/2022,12:30,AVL,Aston Villa,EVE,Everton,2,1,H
3431,epl,2022,13/08/2022,15:00,ARS,Arsenal,LEI,Leicester,4,2,H
3432,epl,2022,13/08/2022,15:00,BHA,Brighton,NEW,Newcastle,0,0,D
3433,epl,2022,13/08/2022,15:00,MNC,Man City,BOU,Bournemouth,4,0,H
3434,epl,2022,13/08/2022,15:00,SOU,Southampton,LEE,Leeds,2,2,D
3435,epl,2022,13/08/2022,15:00,WOL,Wolves,FUL,Fulham,0,0,D
3436,epl,2022,13/08/2022,17:30,BRE,Brentford,MAN,Man United,4,0,H
3437,epl,2022,14/08/2022,14:00,NFO,Nott'm Forest,WHU,West Ham,1,0,H
3438,epl,2022,14/08/2022,16:30,CHE,Chelsea,TOT,Tottenham,2,2,D
3439,epl,2022,15/08/2022,20:00,LIV,Liverpool,CRY,Crystal Palace,1,1,D
3440,epl,2022,20/08/2022,12:30,TOT,Tottenham,WOL,Wolves,1,0,H
3441,epl,2022,20/08/2022,15:00,CRY,Crystal Palace,AVL,Aston Villa,3,1,H
3442,epl,2022,20/08/2022,15:00,EVE,Everton,NFO,Nott'm Forest,1,1,D
3443,epl,2022,20/08/2022,15:00,FUL,Fulham,BRE,Brentford,3,2,H
3444,epl,2022,20/08/2022,15:00,LEI,Leicester,SOU,Southampton,1,2,A
3445,epl,2022,20/08/2022,17:30,BOU,Bournemouth,ARS,Arsenal,0,3,A
3446,epl,2022,21/08/2022,14:00,LEE,Leeds,CHE,Chelsea,3,0,H
3447,epl,2022,21/08/2022,14:00,WHU,West Ham,BHA,Brighton,0,2,A
3448,epl,2022,21/08/2022,16:30,NEW,Newcastle,MNC,Man City,3,3,D
3449,epl,2022,22/08/2022,20:00,MAN,Man United,LIV,Liverpool,2,1,H
3450,epl,2022,27/08/2022,12:30,SOU,Southampton,MAN,Man United,0,1,A
3451,epl,2022,27/08/2022,15:00,BRE,Brentford,EVE,Everton,1,1,D
3452,epl,2022,27/08/2022,15:00,BHA,Brighton,LEE,Leeds,1,0,H
3453,epl,2022,27/08/2022,15:00,CHE,Chelsea,LEI,Leicester,2,1,H
3454,epl,2022,27/08/2022,15:00,LIV,Liverpool,BOU,Bournemouth,9,0,H
3455,epl,2022,27/08/2022,15:00,MNC,Man City,CRY,Crystal Palace,4,2,H
3456,epl,2022,27/08/2022,17:30,ARS,Arsenal,FUL,Fulham,2,1,H
3457,epl,2022,28/08/2022,14:00,AVL,Aston Villa,WHU,West Ham,0,1,A
3458,epl,2022,28/08/2022,14:00,WOL,Wolves,NEW,Newcastle,1,1,D
3459,epl,2022,28/08/2022,16:30,NFO,Nott'm Forest,TOT,Tottenham,0,2,A
3460,epl,2022,30/08/2022,19:30,CRY,Crystal Palace,BRE,Brentford,1,1,D
3461,epl,2022,30/08/2022,19:30,FUL,Fulham,BHA,Brighton,2,1,H
3462,epl,2022,30/08/2022,19:45,SOU,Southampton,CHE,Chelsea,2,1,H
3463,epl,2022,30/08/2022,20:00,LEE,Leeds,EVE,Everton,1,1,D
3464,epl,2022,31/08/2022,19:30,ARS,Arsenal,AVL,Aston Villa,2,1,H
3465,epl,2022,31/08/2022,19:30,BOU,Bournemouth,WOL,Wolves,0,0,D
3466,epl,2022,31/08/2022,19:30,MNC,Man City,NFO,Nott'm Forest,6,0,H
3467,epl,2022,31/08/2022,19:45,WHU,West Ham,TOT,Tottenham,1,1,D
3468,epl,2022,31/08/2022,20:00,LIV,Liverpool,NEW,Newcastle,2,1,H
3469,epl,2022,01/09/2022,20:00,LEI,Leicester,MAN,Man United,0,1,A
3470,epl,2022,03/09/2022,12:30,EVE,Everton,LIV,Liverpool,0,0,D
3471,epl,2022,03/09/2022,15:00,BRE,Brentford,LEE,Leeds,5,2,H
3472,epl,2022,03/09/2022,15:00,CHE,Chelsea,WHU,West Ham,2,1,H
3473,epl,2022,03/09/2022,15:00,NEW,Newcastle,CRY,Crystal Palace,0,0,D
3474,epl,2022,03/09/2022,15:00,NFO,Nott'm Forest,BOU,Bournemouth,2,3,A
3475,epl,2022,03/09/2022,15:00,TOT,Tottenham,FUL,Fulham,2,1,H
3476,epl,2022,03/09/2022,15:00,WOL,Wolves,SOU,Southampton,1,0,H
3477,epl,2022,03/09/2022,17:30,AVL,Aston Villa,MNC,Man City,1,1,D
3478,epl,2022,04/09/2022,14:00,BHA,Brighton,LEI,Leicester,5,2,H
3479,epl,2022,04/09/2022,16:30,MAN,Man United,ARS,Arsenal,3,1,H
3480,epl,2022,16/09/2022,20:00,AVL,Aston Villa,SOU,Southampton,1,0,H
3481,epl,2022,16/09/2022,20:00,NFO,Nott'm Forest,FUL,Fulham,2,3,A
3482,epl,2022,17/09/2022,12:30,WOL,Wolves,MNC,Man City,0,3,A
3483,epl,2022,17/09/2022,15:00,NEW,Newcastle,BOU,Bournemouth,1,1,D
3484,epl,2022,17/09/2022,17:30,TOT,Tottenham,LEI,Leicester,6,2,H
3485,epl,2022,18/09/2022,12:00,BRE,Brentford,ARS,Arsenal,0,3,A
3486,epl,2022,18/09/2022,14:15,EVE,Everton,WHU,West Ham,1,0,H
3487,epl,2022,01/10/2022,12:30,ARS,Arsenal,TOT,Tottenham,3,1,H
3488,epl,2022,01/10/2022,15:00,BOU,Bournemouth,BRE,Brentford,0,0,D
3489,epl,2022,01/10/2022,15:00,CRY,Crystal Palace,CHE,Chelsea,1,2,A
3490,epl,2022,01/10/2022,15:00,FUL,Fulham,NEW,Newcastle,1,4,A
3491,epl,2022,01/10/2022,15:00,LIV,Liverpool,BHA,Brighton,3,3,D
3492,epl,2022,01/10/2022,15:00,SOU,Southampton,EVE,Everton,1,2,A
3493,epl,2022,01/10/2022,17:30,WHU,West Ham,WOL,Wolves,2,0,H
3494,epl,2022,02/10/2022,14:00,MNC,Man City,MAN,Man United,6,3,H
3495,epl,2022,02/10/2022,16:30,LEE,Leeds,AVL,Aston Villa,0,0,D
3496,epl,2022,03/10/2022,20:00,LEI,Leicester,NFO,Nott'm Forest,4,0,H
3497,epl,2022,08/10/2022,15:00,BOU,Bournemouth,LEI,Leicester,2,1,H
3498,epl,2022,08/10/2022,15:00,CHE,Chelsea,WOL,Wolves,3,0,H
3499,epl,2022,08/10/2022,15:00,MNC,Man City,SOU,Southampton,4,0,H
3500,epl,2022,08/10/2022,15:00,NEW,Newcastle,BRE,Brentford,5,1,H
3501,epl,2022,08/10/2022,17:30,BHA,Brighton,TOT,Tottenham,0,1,A
3502,epl,2022,09/10/2022,14:00,CRY,Crystal Palace,LEE,Leeds,2,1,H
3503,epl,2022,09/10/2022,14:00,WHU,West Ham,FUL,Fulham,3,1,H
3504,epl,2022,09/10/2022,16:30,ARS,Arsenal,LIV,Liverpool,3,2,H
3505,epl,2022,09/10/2022,19:00,EVE,Everton,MAN,Man United,1,2,A
3506,epl,2022,10/10/2022,20:00,NFO,Nott'm Forest,AVL,Aston Villa,1,1,D
3507,epl,2022,14/10/2022,20:00,BRE,Brentford,BHA,Brighton,2,0,H
3508,epl,2022,15/10/2022,12:30,LEI,Leicester,CRY,Crystal Palace,0,0,D
3509,epl,2022,15/10/2022,15:00,FUL,Fulham,BOU,Bournemouth,2,2,D
3510,epl,2022,15/10/2022,15:00,WOL,Wolves,NFO,Nott'm Forest,1,0,H
3511,epl,2022,15/10/2022,17:30,TOT,Tottenham,EVE,Everton,2,0,H
3512,epl,2022,16/10/2022,14:00,AVL,Aston Villa,CHE,Chelsea,0,2,A
3513,epl,2022,16/10/2022,14:00,LEE,Leeds,ARS,Arsenal,0,1,A
3514,epl,2022,16/10/2022,14:00,MAN,Man United,NEW,Newcastle,0,0,D
3515,epl,2022,16/10/2022,14:00,SOU,Southampton,WHU,West Ham,1,1,D
3516,epl,2022,16/10/2022,16:30,LIV,Liverpool,MNC,Man City,1,0,H
3517,epl,2022,18/10/2022,19:30,BHA,Brighton,NFO,Nott'm Forest,0,0,D
3518,epl,2022,18/10/2022,20:15,CRY,Crystal Palace,WOL,Wolves,2,1,H
3519,epl,2022,19/10/2022,19:30,BOU,Bournemouth,SOU,Southampton,0,1,A
3520,epl,2022,19/10/2022,19:30,BRE,Brentford,CHE,Chelsea,0,0,D
3521,epl,2022,19/10/2022,19:30,LIV,Liverpool,WHU,West Ham,1,0,H
3522,epl,2022,19/10/2022,19:30,NEW,Newcastle,EVE,Everton,1,0,H
3523,epl,2022,19/10/2022,20:15,MAN,Man United,TOT,Tottenham,2,0,H
3524,epl,2022,20/10/2022,19:30,FUL,Fulham,AVL,Aston Villa,3,0,H
3525,epl,2022,20/10/2022,20:15,LEI,Leicester,LEE,Leeds,2,0,H
3526,epl,2022,22/10/2022,12:30,NFO,Nott'm Forest,LIV,Liverpool,1,0,H
3527,epl,2022,22/10/2022,15:00,EVE,Everton,CRY,Crystal Palace,3,0,H
3528,epl,2022,22/10/2022,15:00,MNC,Man City,BHA,Brighton,3,1,H
3529,epl,2022,22/10/2022,17:30,CHE,Chelsea,MAN,Man United,1,1,D
3530,epl,2022,23/10/2022,14:00,AVL,Aston Villa,BRE,Brentford,4,0,H
3531,epl,2022,23/10/2022,14:00,LEE,Leeds,FUL,Fulham,2,3,A
3532,epl,2022,23/10/2022,14:00,SOU,Southampton,ARS,Arsenal,1,1,D
3533,epl,2022,23/10/2022,14:00,WOL,Wolves,LEI,Leicester,0,4,A
3534,epl,2022,23/10/2022,16:30,TOT,Tottenham,NEW,Newcastle,1,2,A
3535,epl,2022,24/10/2022,20:00,WHU,West Ham,BOU,Bournemouth,2,0,H
3536,epl,2022,29/10/2022,12:30,LEI,Leicester,MNC,Man City,0,1,A
3537,epl,2022,29/10/2022,15:00,BOU,Bournemouth,TOT,Tottenham,2,3,A
3538,epl,2022,29/10/2022,15:00,BRE,Brentford,WOL,Wolves,1,1,D
3539,epl,2022,29/10/2022,15:00,BHA,Brighton,CHE,Chelsea,4,1,H
3540,epl,2022,29/10/2022,15:00,CRY,Crystal Palace,SOU,Southampton,1,0,H
3541,epl,2022,29/10/2022,15:00,NEW,Newcastle,AVL,Aston Villa,4,0,H
3542,epl,2022,29/10/2022,17:30,FUL,Fulham,EVE,Everton,0,0,D
3543,epl,2022,29/10/2022,19:45,LIV,Liverpool,LEE,Leeds,1,2,A
3544,epl,2022,30/10/2022,14:00,ARS,Arsenal,NFO,Nott'm Forest,5,0,H
3545,epl,2022,30/10/2022,16:15,MAN,Man United,WHU,West Ham,1,0,H
3546,epl,2022,05/11/2022,15:00,LEE,Leeds,BOU,Bournemouth,4,3,H
3547,epl,2022,05/11/2022,15:00,MNC,Man City,FUL,Fulham,2,1,H
3548,epl,2022,05/11/2022,15:00,NFO,Nott'm Forest,BRE,Brentford,2,2,D
3549,epl,2022,05/11/2022,15:00,WOL,Wolves,BHA,Brighton,2,3,A
3550,epl,2022,05/11/2022,17:30,EVE,Everton,LEI,Leicester,0,2,A
3551,epl,2022,06/11/2022,12:00,CHE,Chelsea,ARS,Arsenal,0,1,A
3552,epl,2022,06/11/2022,14:00,AVL,Aston Villa,MAN,Man United,3,1,H
3553,epl,2022,06/11/2022,14:00,SOU,Southampton,NEW,Newcastle,1,4,A
3554,epl,2022,06/11/2022,14:00,WHU,West Ham,CRY,Crystal Palace,1,2,A
3555,epl,2022,06/11/2022,16:30,TOT,Tottenham,LIV,Liverpool,1,2,A
3556,epl,2022,12/11/2022,12:30,MNC,Man City,BRE,Brentford,1,2,A
3557,epl,2022,12/11/2022,15:00,BOU,Bournemouth,EVE,Everton,3,0,H
3558,epl,2022,12/11/2022,15:00,LIV,Liverpool,SOU,Southampton,3,1,H
3559,epl,2022,12/11/2022,15:00,NFO,Nott'm Forest,CRY,Crystal Palace,1,0,H
3560,epl,2022,12/11/2022,15:00,TOT,Tottenham,LEE,Leeds,4,3,H
3561,epl,2022,12/11/2022,15:00,WHU,West Ham,LEI,Leicester,0,2,A
3562,epl,2022,12/11/2022,17:30,NEW,Newcastle,CHE,Chelsea,1,0,H
3563,epl,2022,12/11/2022,19:45,WOL,Wolves,ARS,Arsenal,0,2,A
3564,epl,2022,13/11/2022,14:00,BHA,Brighton,AVL,Aston Villa,1,2,A
3565,epl,2022,13/11/2022,16:30,FUL,Fulham,MAN,Man United,1,2,A
3566,epl,2022,26/12/2022,12:30,BRE,Brentford,TOT,Tottenham,2,2,D
3567,epl,2022,26/12/2022,15:00,CRY,Crystal Palace,FUL,Fulham,0,3,A
3568,epl,2022,26/12/2022,15:00,EVE,Everton,WOL,Wolves,1,2,A
3569,epl,2022,26/12/2022,15:00,LEI,Leicester,NEW,Newcastle,0,3,A
3570,epl,2022,26/12/2022,15:00,SOU,Southampton,BHA,Brighton,1,3,A
3571,epl,2022,26/12/2022,17:30,AVL,Aston Villa,LIV,Liverpool,1,3,A
3572,epl,2022,26/12/2022,20:00,ARS,Arsenal,WHU,West Ham,3,1,H
3573,epl,2022,27/12/2022,17:30,CHE,Chelsea,BOU,Bournemouth,2,0,H
3574,epl,2022,27/12/2022,20:00,MAN,Man United,NFO,Nott'm Forest,3,0,H
3575,epl,2022,28/12/2022,20:00,LEE,Leeds,MNC,Man City,1,3,A
3576,epl,2022,30/12/2022,19:45,WHU,West Ham,BRE,Brentford,0,2,A
3577,epl,2022,30/12/2022,20:00,LIV,Liverpool,LEI,Leicester,2,1,H
3578,epl,2022,31/12/2022,12:30,WOL,Wolves,MAN,Man United,0,1,A
3579,epl,2022,31/12/2022,15:00,BOU,Bournemouth,CRY,Crystal Palace,0,2,A
3580,epl,2022,31/12/2022,15:00,FUL,Fulham,SOU,Southampton,2,1,H
3581,epl,2022,31/12/2022,15:00,MNC,Man City,EVE,Everton,1,1,D
3582,epl,2022,31/12/2022,15:00,NEW,Newcastle,LEE,Leeds,0,0,D
3583,epl,2022,31/12/2022,17:30,BHA,Brighton,ARS,Arsenal,2,4,A
3584,epl,2022,01/01/2023,14:00,TOT,Tottenham,AVL,Aston Villa,0,2,A
3585,epl,2022,01/01/2023,16:30,NFO,Nott'm Forest,CHE,Chelsea,1,1,D
3586,epl,2022,02/01/2023,17:30,BRE,Brentford,LIV,Liverpool,3,1,H
3587,epl,2022,03/01/2023,19:45,ARS,Arsenal,NEW,Newcastle,0,0,D
3588,epl,2022,03/01/2023,19:45,EVE,Everton,BHA,Brighton,1,4,A
3589,epl,2022,03/01/2023,19:45,LEI,Leicester,FUL,Fulham,0,1,A
3590,epl,2022,03/01/2023,20:00,MAN,Man United,BOU,Bournemouth,3,0,H
3591,epl,2022,04/01/2023,19:30,SOU,Southampton,NFO,Nott'm Forest,0,1,A
3592,epl,2022,04/01/2023,19:45,LEE,Leeds,WHU,West Ham,2,2,D
3593,epl,2022,04/01/2023,20:00,AVL,Aston Villa,WOL,Wolves,1,1,D
3594,epl,2022,04/01/2023,20:00,CRY,Crystal Palace,TOT,Tottenham,0,4,A
3595,epl,2022,05/01/2023,20:00,CHE,Chelsea,MNC,Man City,0,1,A
3596,epl,2022,12/01/2023,20:00,FUL,Fulham,CHE,Chelsea,2,1,H
3597,epl,2022,13/01/2023,20:00,AVL,Aston Villa,LEE,Leeds,2,1,H
3598,epl,2022,14/01/2023,12:30,MAN,Man United,MNC,Man City,2,1,H
3599,epl,2022,14/01/2023,15:00,BHA,Brighton,LIV,Liverpool,3,0,H
3600,epl,2022,14/01/2023,15:00,EVE,Everton,SOU,Southampton,1,2,A
3601,epl,2022,14/01/2023,15:00,NFO,Nott'm Forest,LEI,Leicester,2,0,H
3602,epl,2022,14/01/2023,15:00,WOL,Wolves,WHU,West Ham,1,0,H
3603,epl,2022,14/01/2023,17:30,BRE,Brentford,BOU,Bournemouth,2,0,H
3604,epl,2022,15/01/2023,14:00,CHE,Chelsea,CRY,Crystal Palace,1,0,H
3605,epl,2022,15/01/2023,14:00,NEW,Newcastle,FUL,Fulham,1,0,H
3606,epl,2022,15/01/2023,16:30,TOT,Tottenham,ARS,Arsenal,0,2,A
3607,epl,2022,18/01/2023,20:00,CRY,Crystal Palace,MAN,Man United,1,1,D
3608,epl,2022,19/01/2023,20:00,MNC,Man City,TOT,Tottenham,4,2,H
3609,epl,2022,21/01/2023,12:30,LIV,Liverpool,CHE,Chelsea,0,0,D
3610,epl,2022,21/01/2023,15:00,BOU,Bournemouth,NFO,Nott'm Forest,1,1,D
3611,epl,2022,21/01/2023,15:00,LEI,Leicester,BHA,Brighton,2,2,D
3612,epl,2022,21/01/2023,15:00,SOU,Southampton,AVL,Aston Villa,0,1,A
3613,epl,2022,21/01/2023,15:00,WHU,West Ham,EVE,Everton,2,0,H
3614,epl,2022,21/01/2023,17:30,CRY,Crystal Palace,NEW,Newcastle,0,0,D
3615,epl,2022,22/01/2023,14:00,LEE,Leeds,BRE,Brentford,0,0,D
3616,epl,2022,22/01/2023,14:00,MNC,Man City,WOL,Wolves,3,0,H
