,League,Year,Date,Time,H_Code,H_Team,A_Code,A_Team,H_Goals,A_Goals,Result
1475,epl,2016,29/04/17,,,Southampton,,Hull,0,0,D
1476,epl,2016,29/04/17,,,Stoke,,West Ham,0,0,D
1477,epl,2016,29/04/17,,,Sunderland,,Bournemouth,0,1,A
1478,epl,2016,29/04/17,,,West Brom,,Leicester,0,1,A
1479,epl,2016,30/04/17,,,Everton,,Chelsea,0,3,A
1480,epl,2016,30/04/17,,,Man United,,Swansea,1,1,D
1481,epl,2016,30/04/17,,,Middlesbrough,,Man City,2,2,D
1482,epl,2016,30/04/17,,,Tottenham,,Arsenal,2,0,H
1483,epl,2016,01/05/17,,,Watford,,Liverpool,0,1,A
1484,epl,2016,05/05/17,,,West Ham,,Tottenham,1,0,H
1485,epl,2016,06/05/17,,,Bournemouth,,Stoke,2,2,D
1486,epl,2016,06/05/17,,,Burnley,,West Brom,2,2,D
1487,epl,2016,06/05/17,,,Hull,,Sunderland,0,2,A
1488,epl,2016,06/05/17,,,Leicester,,Watford,3,0,H
1489,epl,2016,06/05/17,,,Man City,,Crystal Palace,5,0,H
1490,epl,2016,06/05/17,,,Swansea,,Everton,1,0,H
1491,epl,2016,07/05/17,,,Arsenal,,Man United,2,0,H
1492,epl,2016,07/05/17,,,Liverpool,,Southampton,0,0,D
1493,epl,2016,08/05/17,,,Chelsea,,Middlesbrough,3,0,H
1494,epl,2016,10/05/17,,,Southampton,,Arsenal,0,2,A
1495,epl,2016,12/05/17,,,Everton,,Watford,1,0,H
1496,epl,2016,12/05/17,,,West Brom,,Chelsea,0,1,A
1497,epl,2016,13/05/17,,,Bournemouth,,Burnley,2,1,H
1498,epl,2016,13/05/17,,,Man City,,Leicester,2,1,H
1499,epl,2016,13/05/17,,,Middlesbrough,,Southampton,1,2,A
1500,epl,2016,13/05/17,,,Stoke,,Arsenal,1,4,A
1501,epl,2016,13/05/17,,,Sunderland,,Swansea,0,2,A
1502,epl,2016,14/05/17,,,Crystal Palace,,Hull,4,0,H
1503,epl,2016,14/05/17,,,Tottenham,,Man United,2,1,H
1504,epl,2016,14/05/17,,,West Ham,,Liverpool,0,4,A
1505,epl,2016,15/05/17,,,Chelsea,,Watford,4,3,H
1506,epl,2016,16/05/17,,,Arsenal,,Sunderland,2,0,H
1507,epl,2016,16/05/17,,,Man City,,West Brom,3,1,H
1508,epl,2016,17/05/17,,,Southampton,,Man United,0,0,D
1509,epl,2016,18/05/17,,,Leicester,,Tottenham,1,6,A
1510,epl,2016,21/05/17,,,Arsenal,,Everton,3,1,H
1511,epl,2016,21/05/17,,,Burnley,,West Ham,1,2,A
1512,epl,2016,21/05/17,,,Chelsea,,Sunderland,5,1,H
1513,epl,2016,21/05/17,,,Hull,,Tottenham,1,7,A
1514,epl,2016,21/05/17,,,Leicester,,Bournemouth,1,1,D
1515,epl,2016,21/05/17,,,Liverpool,,Middlesbrough,3,0,H
1516,epl,2016,21/05/17,,,Man United,,Crystal Palace,2,0,H
1517,epl,2016,21/05/17,,,Southampton,,Stoke,0,1,A
1518,epl,2016,21/05/17,,,Swansea,,West Brom,2,1,H
1519,epl,2016,21/05/17,,,Watford,,Man City,0,5,A
1520,epl,2017,11/08/2017,,,Arsenal,,Leicester,4,3,H
1521,epl,2017,12/08/2017,,,Brighton,,Man City,0,2,A
1522,epl,2017,12/08/2017,,,Chelsea,,Burnley,2,3,A
1523,epl,2017,12/08/2017,,,Crystal Palace,,Huddersfield,0,3,A
1524,epl,2017,12/08/2017,,,Everton,,Stoke,1,0,H
1525,epl,2017,12/08/2017,,,Southampton,,Swansea,0,0,D
1526,epl,2017,12/08/2017,,,Watford,,Liverpool,3,3,D
1527,epl,2017,12/08/2017,,,West Brom,,Bournemouth,1,0,H
1528,epl,2017,13/08/2017,,,Man United,,West Ham,4,0,H
1529,epl,2017,13/08/2017,,,Newcastle,,Tottenham,0,2,A
1530,epl,2017,19/08/2017,,,Bournemouth,,Watford,0,2,A
1531,epl,2017,19/08/2017,,,Burnley,,West Brom,0,1,A
1532,epl,2017,19/08/2017,,,Leicester,,Brighton,2,0,H
1533,epl,2017,19/08/2017,,,Liverpool,,Crystal Palace,1,0,H
1534,epl,2017,19/08/2017,,,Southampton,,West Ham,3,2,H
1535,epl,2017,19/08/2017,,,Stoke,,Arsenal,1,0,H
1536,epl,2017,19/08/2017,,,Swansea,,Man United,0,4,A
1537,epl,2017,20/08/2017,,,Huddersfield,,Newcastle,1,0,H
1538,epl,2017,20/08/2017,,,Tottenham,,Chelsea,1,2,A
1539,epl,2017,21/08/2017,,,Man City,,Everton,1,1,D
1540,epl,2017,26/08/2017,,,Bournemouth,,Man City,1,2,A
1541,epl,2017,26/08/2017,,,Crystal Palace,,Swansea,0,2,A
1542,epl,2017,26/08/2017,,,Huddersfield,,Southampton,0,0,D
1543,epl,2017,26/08/2017,,,Man United,,Leicester,2,0,H
1544,epl,2017,26/08/2017,,,Newcastle,,West Ham,3,0,H
1545,epl,2017,26/08/2017,,,Watford,,Brighton,0,0,D
1546,epl,2017,27/08/2017,,,Chelsea,,Everton,2,0,H
1547,epl,2017,27/08/2017,,,Liverpool,,Arsenal,4,0,H
1548,epl,2017,27/08/2017,,,Tottenham,,Burnley,1,1,D
1549,epl,2017,27/08/2017,,,West Brom,,Stoke,1,1,D
1550,epl,2017,09/09/2017,,,Arsenal,,Bournemouth,3,0,H
1551,epl,2017,09/09/2017,,,Brighton,,West Brom,3,1,H
1552,epl,2017,09/09/2017,,,Everton,,Tottenham,0,3,A
1553,epl,2017,09/09/2017,,,Leicester,,Chelsea,1,2,A
1554,epl,2017,09/09/2017,,,Man City,,Liverpool,5,0,H
1555,epl,2017,09/09/2017,,,Southampton,,Watford,0,2,A
1556,epl,2017,09/09/2017,,,Stoke,,Man United,2,2,D
1557,epl,2017,10/09/2017,,,Burnley,,Crystal Palace,1,0,H
1558,epl,2017,10/09/2017,,,Swansea,,Newcastle,0,1,A
1559,epl,2017,11/09/2017,,,West Ham,,Huddersfield,2,0,H
1560,epl,2017,15/09/2017,,,Bournemouth,,Brighton,2,1,H
1561,epl,2017,16/09/2017,,,Crystal Palace,,Southampton,0,1,A
1562,epl,2017,16/09/2017,,,Huddersfield,,Leicester,1,1,D
1563,epl,2017,16/09/2017,,,Liverpool,,Burnley,1,1,D
1564,epl,2017,16/09/2017,,,Newcastle,,Stoke,2,1,H
1565,epl,2017,16/09/2017,,,Tottenham,,Swansea,0,0,D
1566,epl,2017,16/09/2017,,,Watford,,Man City,0,6,A
1567,epl,2017,16/09/2017,,,West Brom,,West Ham,0,0,D
1568,epl,2017,17/09/2017,,,Chelsea,,Arsenal,0,0,D
1569,epl,2017,17/09/2017,,,Man United,,Everton,4,0,H
1570,epl,2017,23/09/2017,,,Burnley,,Huddersfield,0,0,D
1571,epl,2017,23/09/2017,,,Everton,,Bournemouth,2,1,H
1572,epl,2017,23/09/2017,,,Leicester,,Liverpool,2,3,A
1573,epl,2017,23/09/2017,,,Man City,,Crystal Palace,5,0,H
1574,epl,2017,23/09/2017,,,Southampton,,Man United,0,1,A
1575,epl,2017,23/09/2017,,,Stoke,,Chelsea,0,4,A
1576,epl,2017,23/09/2017,,,Swansea,,Watford,1,2,A
1577,epl,2017,23/09/2017,,,West Ham,,Tottenham,2,3,A
1578,epl,2017,24/09/2017,,,Brighton,,Newcastle,1,0,H
1579,epl,2017,25/09/2017,,,Arsenal,,West Brom,2,0,H
1580,epl,2017,30/09/2017,,,Bournemouth,,Leicester,0,0,D
1581,epl,2017,30/09/2017,,,Chelsea,,Man City,0,1,A
1582,epl,2017,30/09/2017,,,Huddersfield,,Tottenham,0,4,A
1583,epl,2017,30/09/2017,,,Man United,,Crystal Palace,4,0,H
1584,epl,2017,30/09/2017,,,Stoke,,Southampton,2,1,H
1585,epl,2017,30/09/2017,,,West Brom,,Watford,2,2,D
1586,epl,2017,30/09/2017,,,West Ham,,Swansea,1,0,H
1587,epl,2017,01/10/2017,,,Arsenal,,Brighton,2,0,H
1588,epl,2017,01/10/2017,,,Everton,,Burnley,0,1,A
1589,epl,2017,01/10/2017,,,Newcastle,,Liverpool,1,1,D
1590,epl,2017,14/10/2017,,,Burnley,,West Ham,1,1,D
1591,epl,2017,14/10/2017,,,Crystal Palace,,Chelsea,2,1,H
1592,epl,2017,14/10/2017,,,Liverpool,,Man United,0,0,D
1593,epl,2017,14/10/2017,,,Man City,,Stoke,7,2,H
1594,epl,2017,14/10/2017,,,Swansea,,Huddersfield,2,0,H
1595,epl,2017,14/10/2017,,,Tottenham,,Bournemouth,1,0,H
1596,epl,2017,14/10/2017,,,Watford,,Arsenal,2,1,H
1597,epl,2017,15/10/2017,,,Brighton,,Everton,1,1,D
1598,epl,2017,15/10/2017,,,Southampton,,Newcastle,2,2,D
1599,epl,2017,16/10/2017,,,Leicester,,West Brom,1,1,D
1600,epl,2017,20/10/2017,,,West Ham,,Brighton,0,3,A
1601,epl,2017,21/10/2017,,,Chelsea,,Watford,4,2,H
1602,epl,2017,21/10/2017,,,Huddersfield,,Man United,2,1,H
1603,epl,2017,21/10/2017,,,Man City,,Burnley,3,0,H
1604,epl,2017,21/10/2017,,,Newcastle,,Crystal Palace,1,0,H
1605,epl,2017,21/10/2017,,,Southampton,,West Brom,1,0,H
1606,epl,2017,21/10/2017,,,Stoke,,Bournemouth,1,2,A
1607,epl,2017,21/10/2017,,,Swansea,,Leicester,1,2,A
1608,epl,2017,22/10/2017,,,Everton,,Arsenal,2,5,A
1609,epl,2017,22/10/2017,,,Tottenham,,Liverpool,4,1,H
1610,epl,2017,28/10/2017,,,Arsenal,,Swansea,2,1,H
1611,epl,2017,28/10/2017,,,Bournemouth,,Chelsea,0,1,A
1612,epl,2017,28/10/2017,,,Crystal Palace,,West Ham,2,2,D
1613,epl,2017,28/10/2017,,,Liverpool,,Huddersfield,3,0,H
1614,epl,2017,28/10/2017,,,Man United,,Tottenham,1,0,H
1615,epl,2017,28/10/2017,,,Watford,,Stoke,0,1,A
1616,epl,2017,28/10/2017,,,West Brom,,Man City,2,3,A
1617,epl,2017,29/10/2017,,,Brighton,,Southampton,1,1,D
1618,epl,2017,29/10/2017,,,Leicester,,Everton,2,0,H
1619,epl,2017,30/10/2017,,,Burnley,,Newcastle,1,0,H
1620,epl,2017,04/11/2017,,,Huddersfield,,West Brom,1,0,H
1621,epl,2017,04/11/2017,,,Newcastle,,Bournemouth,0,1,A
1622,epl,2017,04/11/2017,,,Southampton,,Burnley,0,1,A
1623,epl,2017,04/11/2017,,,Stoke,,Leicester,2,2,D
1624,epl,2017,04/11/2017,,,Swansea,,Brighton,0,1,A
1625,epl,2017,04/11/2017,,,West Ham,,Liverpool,1,4,A
1626,epl,2017,05/11/2017,,,Chelsea,,Man United,1,0,H
1627,epl,2017,05/11/2017,,,Everton,,Watford,3,2,H
1628,epl,2017,05/11/2017,,,Man City,,Arsenal,3,1,H
1629,epl,2017,05/11/2017,,,Tottenham,,Crystal Palace,1,0,H
1630,epl,2017,18/11/2017,,,Arsenal,,Tottenham,2,0,H
1631,epl,2017,18/11/2017,,,Bournemouth,,Huddersfield,4,0,H
1632,epl,2017,18/11/2017,,,Burnley,,Swansea,2,0,H
1633,epl,2017,18/11/2017,,,Crystal Palace,,Everton,2,2,D
1634,epl,2017,18/11/2017,,,Leicester,,Man City,0,2,A
1635,epl,2017,18/11/2017,,,Liverpool,,Southampton,3,0,H
1636,epl,2017,18/11/2017,,,Man United,,Newcastle,4,1,H
1637,epl,2017,18/11/2017,,,West Brom,,Chelsea,0,4,A
1638,epl,2017,19/11/2017,,,Watford,,West Ham,2,0,H
1639,epl,2017,20/11/2017,,,Brighton,,Stoke,2,2,D
1640,epl,2017,24/11/2017,,,West Ham,,Leicester,1,1,D
1641,epl,2017,25/11/2017,,,Crystal Palace,,Stoke,2,1,H
1642,epl,2017,25/11/2017,,,Liverpool,,Chelsea,1,1,D
1643,epl,2017,25/11/2017,,,Man United,,Brighton,1,0,H
1644,epl,2017,25/11/2017,,,Newcastle,,Watford,0,3,A
1645,epl,2017,25/11/2017,,,Swansea,,Bournemouth,0,0,D
1646,epl,2017,25/11/2017,,,Tottenham,,West Brom,1,1,D
1647,epl,2017,26/11/2017,,,Burnley,,Arsenal,0,1,A
1648,epl,2017,26/11/2017,,,Huddersfield,,Man City,1,2,A
1649,epl,2017,26/11/2017,,,Southampton,,Everton,4,1,H
1650,epl,2017,28/11/2017,,,Brighton,,Crystal Palace,0,0,D
1651,epl,2017,28/11/2017,,,Leicester,,Tottenham,2,1,H
1652,epl,2017,28/11/2017,,,Watford,,Man United,2,4,A
1653,epl,2017,28/11/2017,,,West Brom,,Newcastle,2,2,D
1654,epl,2017,29/11/2017,,,Arsenal,,Huddersfield,5,0,H
1655,epl,2017,29/11/2017,,,Bournemouth,,Burnley,1,2,A
1656,epl,2017,29/11/2017,,,Chelsea,,Swansea,1,0,H
1657,epl,2017,29/11/2017,,,Everton,,West Ham,4,0,H
1658,epl,2017,29/11/2017,,,Man City,,Southampton,2,1,H
1659,epl,2017,29/11/2017,,,Stoke,,Liverpool,0,3,A
1660,epl,2017,02/12/2017,,,Arsenal,,Man United,1,3,A
1661,epl,2017,02/12/2017,,,Brighton,,Liverpool,1,5,A
1662,epl,2017,02/12/2017,,,Chelsea,,Newcastle,3,1,H
1663,epl,2017,02/12/2017,,,Everton,,Huddersfield,2,0,H
1664,epl,2017,02/12/2017,,,Leicester,,Burnley,1,0,H
1665,epl,2017,02/12/2017,,,Stoke,,Swansea,2,1,H
1666,epl,2017,02/12/2017,,,Watford,,Tottenham,1,1,D
1667,epl,2017,02/12/2017,,,West Brom,,Crystal Palace,0,0,D
1668,epl,2017,03/12/2017,,,Bournemouth,,Southampton,1,1,D
1669,epl,2017,03/12/2017,,,Man City,,West Ham,2,1,H
1670,epl,2017,09/12/2017,,,Burnley,,Watford,1,0,H
1671,epl,2017,09/12/2017,,,Crystal Palace,,Bournemouth,2,2,D
1672,epl,2017,09/12/2017,,,Huddersfield,,Brighton,2,0,H
1673,epl,2017,09/12/2017,,,Newcastle,,Leicester,2,3,A
1674,epl,2017,09/12/2017,,,Swansea,,West Brom,1,0,H
1675,epl,2017,09/12/2017,,,Tottenham,,Stoke,5,1,H
1676,epl,2017,09/12/2017,,,West Ham,,Chelsea,1,0,H
1677,epl,2017,10/12/2017,,,Liverpool,,Everton,1,1,D
1678,epl,2017,10/12/2017,,,Man United,,Man City,1,2,A
1679,epl,2017,10/12/2017,,,Southampton,,Arsenal,1,1,D
1680,epl,2017,12/12/2017,,,Burnley,,Stoke,1,0,H
1681,epl,2017,12/12/2017,,,Crystal Palace,,Watford,2,1,H
1682,epl,2017,12/12/2017,,,Huddersfield,,Chelsea,1,3,A
1683,epl,2017,13/12/2017,,,Liverpool,,West Brom,0,0,D
1684,epl,2017,13/12/2017,,,Man United,,Bournemouth,1,0,H
1685,epl,2017,13/12/2017,,,Newcastle,,Everton,0,1,A
1686,epl,2017,13/12/2017,,,Southampton,,Leicester,1,4,A
1687,epl,2017,13/12/2017,,,Swansea,,Man City,0,4,A
1688,epl,2017,13/12/2017,,,Tottenham,,Brighton,2,0,H
1689,epl,2017,13/12/2017,,,West Ham,,Arsenal,0,0,D
1690,epl,2017,16/12/2017,,,Arsenal,,Newcastle,1,0,H
1691,epl,2017,16/12/2017,,,Brighton,,Burnley,0,0,D
1692,epl,2017,16/12/2017,,,Chelsea,,Southampton,1,0,H
1693,epl,2017,16/12/2017,,,Leicester,,Crystal Palace,0,3,A
1694,epl,2017,16/12/2017,,,Man City,,Tottenham,4,1,H
1695,epl,2017,16/12/2017,,,Stoke,,West Ham,0,3,A
1696,epl,2017,16/12/2017,,,Watford,,Huddersfield,1,4,A
1697,epl,2017,17/12/2017,,,Bournemouth,,Liverpool,0,4,A
1698,epl,2017,17/12/2017,,,West Brom,,Man United,1,2,A
1699,epl,2017,18/12/2017,,,Everton,,Swansea,3,1,H
1700,epl,2017,22/12/2017,,,Arsenal,,Liverpool,3,3,D
1701,epl,2017,23/12/2017,,,Brighton,,Watford,1,0,H
1702,epl,2017,23/12/2017,,,Burnley,,Tottenham,0,3,A
1703,epl,2017,23/12/2017,,,Everton,,Chelsea,0,0,D
1704,epl,2017,23/12/2017,,,Leicester,,Man United,2,2,D
1705,epl,2017,23/12/2017,,,Man City,,Bournemouth,4,0,H
1706,epl,2017,23/12/2017,,,Southampton,,Huddersfield,1,1,D
1707,epl,2017,23/12/2017,,,Stoke,,West Brom,3,1,H
1708,epl,2017,23/12/2017,,,Swansea,,Crystal Palace,1,1,D
1709,epl,2017,23/12/2017,,,West Ham,,Newcastle,2,3,A
1710,epl,2017,26/12/2017,,,Bournemouth,,West Ham,3,3,D
1711,epl,2017,26/12/2017,,,Chelsea,,Brighton,2,0,H
1712,epl,2017,26/12/2017,,,Huddersfield,,Stoke,1,1,D
1713,epl,2017,26/12/2017,,,Liverpool,,Swansea,5,0,H
1714,epl,2017,26/12/2017,,,Man United,,Burnley,2,2,D
1715,epl,2017,26/12/2017,,,Tottenham,,Southampton,5,2,H
1716,epl,2017,26/12/2017,,,Watford,,Leicester,2,1,H
1717,epl,2017,26/12/2017,,,West Brom,,Everton,0,0,D
1718,epl,2017,27/12/2017,,,Newcastle,,Man City,0,1,A
1719,epl,2017,28/12/2017,,,Crystal Palace,,Arsenal,2,3,A
1720,epl,2017,30/12/2017,,,Bournemouth,,Everton,2,1,H
1721,epl,2017,30/12/2017,,,Chelsea,,Stoke,5,0,H
1722,epl,2017,30/12/2017,,,Huddersfield,,Burnley,0,0,D
1723,epl,2017,30/12/2017,,,Liverpool,,Leicester,2,1,H
1724,epl,2017,30/12/2017,,,Man United,,Southampton,0,0,D
1725,epl,2017,30/12/2017,,,Newcastle,,Brighton,0,0,D
1726,epl,2017,30/12/2017,,,Watford,,Swansea,1,2,A
1727,epl,2017,31/12/2017,,,Crystal Palace,,Man City,0,0,D
1728,epl,2017,31/12/2017,,,West Brom,,Arsenal,1,1,D
1729,epl,2017,01/01/2018,,,Brighton,,Bournemouth,2,2,D
1730,epl,2017,01/01/2018,,,Burnley,,Liverpool,1,2,A
1731,epl,2017,01/01/2018,,,Everton,,Man United,0,2,A
1732,epl,2017,01/01/2018,,,Leicester,,Huddersfield,3,0,H
1733,epl,2017,01/01/2018,,,Stoke,,Newcastle,0,1,A
1734,epl,2017,02/01/2018,,,Man City,,Watford,3,1,H
1735,epl,2017,02/01/2018,,,Southampton,,Crystal Palace,1,2,A
1736,epl,2017,02/01/2018,,,Swansea,,Tottenham,0,2,A
1737,epl,2017,02/01/2018,,,West Ham,,West Brom,2,1,H
1738,epl,2017,03/01/2018,,,Arsenal,,Chelsea,2,2,D
1739,epl,2017,04/01/2018,,,Tottenham,,West Ham,1,1,D
1740,epl,2017,13/01/2018,,,Chelsea,,Leicester,0,0,D
1741,epl,2017,13/01/2018,,,Crystal Palace,,Burnley,1,0,H
1742,epl,2017,13/01/2018,,,Huddersfield,,West Ham,1,4,A
1743,epl,2017,13/01/2018,,,Newcastle,,Swansea,1,1,D
1744,epl,2017,13/01/2018,,,Tottenham,,Everton,4,0,H
1745,epl,2017,13/01/2018,,,Watford,,Southampton,2,2,D
1746,epl,2017,13/01/2018,,,West Brom,,Brighton,2,0,H
1747,epl,2017,14/01/2018,,,Bournemouth,,Arsenal,2,1,H
1748,epl,2017,14/01/2018,,,Liverpool,,Man City,4,3,H
1749,epl,2017,15/01/2018,,,Man United,,Stoke,3,0,H
1750,epl,2017,20/01/2018,,,Arsenal,,Crystal Palace,4,1,H
1751,epl,2017,20/01/2018,,,Brighton,,Chelsea,0,4,A
1752,epl,2017,20/01/2018,,,Burnley,,Man United,0,1,A
1753,epl,2017,20/01/2018,,,Everton,,West Brom,1,1,D
1754,epl,2017,20/01/2018,,,Leicester,,Watford,2,0,H
1755,epl,2017,20/01/2018,,,Man City,,Newcastle,3,1,H
1756,epl,2017,20/01/2018,,,Stoke,,Huddersfield,2,0,H
1757,epl,2017,20/01/2018,,,West Ham,,Bournemouth,1,1,D
1758,epl,2017,21/01/2018,,,Southampton,,Tottenham,1,1,D
1759,epl,2017,22/01/2018,,,Swansea,,Liverpool,1,0,H
1760,epl,2017,30/01/2018,,,Huddersfield,,Liverpool,0,3,A
1761,epl,2017,30/01/2018,,,Swansea,,Arsenal,3,1,H
1762,epl,2017,30/01/2018,,,West Ham,,Crystal Palace,1,1,D
1763,epl,2017,31/01/2018,,,Chelsea,,Bournemouth,0,3,A
1764,epl,2017,31/01/2018,,,Everton,,Leicester,2,1,H
1765,epl,2017,31/01/2018,,,Man City,,West Brom,3,0,H
1766,epl,2017,31/01/2018,,,Newcastle,,Burnley,1,1,D
1767,epl,2017,31/01/2018,,,Southampton,,Brighton,1,1,D
1768,epl,2017,31/01/2018,,,Stoke,,Watford,0,0,D
1769,epl,2017,31/01/2018,,,Tottenham,,Man United,2,0,H
1770,epl,2017,03/02/2018,,,Arsenal,,Everton,5,1,H
1771,epl,2017,03/02/2018,,,Bournemouth,,Stoke,2,1,H
1772,epl,2017,03/02/2018,,,Brighton,,West Ham,3,1,H
1773,epl,2017,03/02/2018,,,Burnley,,Man City,1,1,D
1774,epl,2017,03/02/2018,,,Leicester,,Swansea,1,1,D
1775,epl,2017,03/02/2018,,,Man United,,Huddersfield,2,0,H
1776,epl,2017,03/02/2018,,,West Brom,,Southampton,2,3,A
1777,epl,2017,04/02/2018,,,Crystal Palace,,Newcastle,1,1,D
1778,epl,2017,04/02/2018,,,Liverpool,,Tottenham,2,2,D
1779,epl,2017,05/02/2018,,,Watford,,Chelsea,4,1,H
1780,epl,2017,10/02/2018,,,Everton,,Crystal Palace,3,1,H
1781,epl,2017,10/02/2018,,,Man City,,Leicester,5,1,H
1782,epl,2017,10/02/2018,,,Stoke,,Brighton,1,1,D
1783,epl,2017,10/02/2018,,,Swansea,,Burnley,1,0,H
1784,epl,2017,10/02/2018,,,Tottenham,,Arsenal,1,0,H
1785,epl,2017,10/02/2018,,,West Ham,,Watford,2,0,H
1786,epl,2017,11/02/2018,,,Huddersfield,,Bournemouth,4,1,H
1787,epl,2017,11/02/2018,,,Newcastle,,Man United,1,0,H
1788,epl,2017,11/02/2018,,,Southampton,,Liverpool,0,2,A
1789,epl,2017,12/02/2018,,,Chelsea,,West Brom,3,0,H
1790,epl,2017,24/02/2018,,,Bournemouth,,Newcastle,2,2,D
1791,epl,2017,24/02/2018,,,Brighton,,Swansea,4,1,H
1792,epl,2017,24/02/2018,,,Burnley,,Southampton,1,1,D
1793,epl,2017,24/02/2018,,,Leicester,,Stoke,1,1,D
1794,epl,2017,24/02/2018,,,Liverpool,,West Ham,4,1,H
1795,epl,2017,24/02/2018,,,Watford,,Everton,1,0,H
1796,epl,2017,24/02/2018,,,West Brom,,Huddersfield,1,2,A
1797,epl,2017,25/02/2018,,,Crystal Palace,,Tottenham,0,1,A
1798,epl,2017,25/02/2018,,,Man United,,Chelsea,2,1,H
1799,epl,2017,01/03/2018,,,Arsenal,,Man City,0,3,A
1800,epl,2017,03/03/2018,,,Burnley,,Everton,2,1,H
1801,epl,2017,03/03/2018,,,Leicester,,Bournemouth,1,1,D
1802,epl,2017,03/03/2018,,,Liverpool,,Newcastle,2,0,H
1803,epl,2017,03/03/2018,,,Southampton,,Stoke,0,0,D
1804,epl,2017,03/03/2018,,,Swansea,,West Ham,4,1,H
1805,epl,2017,03/03/2018,,,Tottenham,,Huddersfield,2,0,H
1806,epl,2017,03/03/2018,,,Watford,,West Brom,1,0,H
1807,epl,2017,04/03/2018,,,Brighton,,Arsenal,2,1,H
1808,epl,2017,04/03/2018,,,Man City,,Chelsea,1,0,H
1809,epl,2017,05/03/2018,,,Crystal Palace,,Man United,2,3,A
1810,epl,2017,10/03/2018,,,Chelsea,,Crystal Palace,2,1,H
1811,epl,2017,10/03/2018,,,Everton,,Brighton,2,0,H
1812,epl,2017,10/03/2018,,,Huddersfield,,Swansea,0,0,D
1813,epl,2017,10/03/2018,,,Man United,,Liverpool,2,1,H
1814,epl,2017,10/03/2018,,,Newcastle,,Southampton,3,0,H
1815,epl,2017,10/03/2018,,,West Brom,,Leicester,1,4,A
1816,epl,2017,10/03/2018,,,West Ham,,Burnley,0,3,A
1817,epl,2017,11/03/2018,,,Arsenal,,Watford,3,0,H
1818,epl,2017,11/03/2018,,,Bournemouth,,Tottenham,1,4,A
1819,epl,2017,12/03/2018,,,Stoke,,Man City,0,2,A
1820,epl,2017,17/03/2018,,,Bournemouth,,West Brom,2,1,H
1821,epl,2017,17/03/2018,,,Huddersfield,,Crystal Palace,0,2,A
1822,epl,2017,17/03/2018,,,Liverpool,,Watford,5,0,H
1823,epl,2017,17/03/2018,,,Stoke,,Everton,1,2,A
1824,epl,2017,31/03/2018,,,Brighton,,Leicester,0,2,A
1825,epl,2017,31/03/2018,,,Crystal Palace,,Liverpool,1,2,A
1826,epl,2017,31/03/2018,,,Everton,,Man City,1,3,A
1827,epl,2017,31/03/2018,,,Man United,,Swansea,2,0,H
1828,epl,2017,31/03/2018,,,Newcastle,,Huddersfield,1,0,H
1829,epl,2017,31/03/2018,,,Watford,,Bournemouth,2,2,D
1830,epl,2017,31/03/2018,,,West Brom,,Burnley,1,2,A
1831,epl,2017,31/03/2018,,,West Ham,,Southampton,3,0,H
1832,epl,2017,01/04/2018,,,Arsenal,,Stoke,3,0,H
1833,epl,2017,01/04/2018,,,Chelsea,,Tottenham,1,3,A
1834,epl,2017,07/04/2018,,,Bournemouth,,Crystal Palace,2,2,D
1835,epl,2017,07/04/2018,,,Brighton,,Huddersfield,1,1,D
1836,epl,2017,07/04/2018,,,Everton,,Liverpool,0,0,D
1837,epl,2017,07/04/2018,,,Leicester,,Newcastle,1,2,A
1838,epl,2017,07/04/2018,,,Man City,,Man United,2,3,A
1839,epl,2017,07/04/2018,,,Stoke,,Tottenham,1,2,A
1840,epl,2017,07/04/2018,,,Watford,,Burnley,1,2,A
1841,epl,2017,07/04/2018,,,West Brom,,Swansea,1,1,D
1842,epl,2017,08/04/2018,,,Arsenal,,Southampton,3,2,H
1843,epl,2017,08/04/2018,,,Chelsea,,West Ham,1,1,D
1844,epl,2017,14/04/2018,,,Burnley,,Leicester,2,1,H
1845,epl,2017,14/04/2018,,,Crystal Palace,,Brighton,3,2,H
1846,epl,2017,14/04/2018,,,Huddersfield,,Watford,1,0,H
1847,epl,2017,14/04/2018,,,Liverpool,,Bournemouth,3,0,H
1848,epl,2017,14/04/2018,,,Southampton,,Chelsea,2,3,A
1849,epl,2017,14/04/2018,,,Swansea,,Everton,1,1,D
1850,epl,2017,14/04/2018,,,Tottenham,,Man City,1,3,A
1851,epl,2017,15/04/2018,,,Man United,,West Brom,0,1,A
1852,epl,2017,15/04/2018,,,Newcastle,,Arsenal,2,1,H
1853,epl,2017,16/04/2018,,,West Ham,,Stoke,1,1,D
1854,epl,2017,17/04/2018,,,Brighton,,Tottenham,1,1,D
1855,epl,2017,18/04/2018,,,Bournemouth,,Man United,0,2,A
1856,epl,2017,19/04/2018,,,Burnley,,Chelsea,1,2,A
1857,epl,2017,19/04/2018,,,Leicester,,Southampton,0,0,D
1858,epl,2017,21/04/2018,,,Watford,,Crystal Palace,0,0,D
1859,epl,2017,21/04/2018,,,West Brom,,Liverpool,2,2,D
1860,epl,2017,22/04/2018,,,Arsenal,,West Ham,4,1,H
1861,epl,2017,22/04/2018,,,Man City,,Swansea,5,0,H
1862,epl,2017,22/04/2018,,,Stoke,,Burnley,1,1,D
1863,epl,2017,23/04/2018,,,Everton,,Newcastle,1,0,H
1864,epl,2017,28/04/2018,,,Burnley,,Brighton,0,0,D
1865,epl,2017,28/04/2018,,,Crystal Palace,,Leicester,5,0,H
