Season,DateTime,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2019-20,2020-06-21T19:00:00Z,21/06/2020,19:00:00,Everton,Liverpool,0,0,D,0,0,D
2019-20,2020-06-22T20:00:00Z,22/06/2020,20:00:00,Man City,Burnley,5,0,H,3,0,H
2019-20,2020-06-23T18:00:00Z,23/06/2020,18:00:00,Leicester,Brighton,0,0,D,0,0,D
2019-20,2020-06-23T20:15:00Z,23/06/2020,20:15:00,Tottenham,West Ham,2,0,H,0,0,D
2019-20,2020-06-24T18:00:00Z,24/06/2020,18:00:00,Man United,Sheffield United,3,0,H,2,0,H
2019-20,2020-06-24T18:00:00Z,24/06/2020,18:00:00,Newcastle,Aston Villa,1,1,D,0,0,D
2019-20,2020-06-24T18:00:00Z,24/06/2020,18:00:00,Norwich,Everton,0,1,A,0,0,D
2019-20,2020-06-24T18:00:00Z,24/06/2020,18:00:00,Wolves,Bournemouth,1,0,H,0,0,D
2019-20,2020-06-24T20:15:00Z,24/06/2020,20:15:00,Liverpool,Crystal Palace,4,0,H,2,0,H
2019-20,2020-06-25T18:00:00Z,25/06/2020,18:00:00,Burnley,Watford,1,0,H,0,0,D
2019-20,2020-06-25T18:00:00Z,25/06/2020,18:00:00,Southampton,Arsenal,0,2,A,0,1,A
2019-20,2020-06-25T20:15:00Z,25/06/2020,20:15:00,Chelsea,Man City,2,1,H,1,0,H
2019-20,2020-06-27T12:30:00Z,27/06/2020,12:30:00,Aston Villa,Wolves,0,1,A,0,0,D
2019-20,2020-06-28T16:30:00Z,28/06/2020,16:30:00,Watford,Southampton,1,3,A,0,1,A
2019-20,2020-06-29T20:00:00Z,29/06/2020,20:00:00,Crystal Palace,Burnley,0,1,A,0,0,D
2019-20,2020-06-30T20:15:00Z,30/06/2020,20:15:00,Brighton,Man United,0,3,A,0,2,A
2019-20,2020-07-01T18:00:00Z,01/07/2020,18:00:00,Arsenal,Norwich,4,0,H,2,0,H
2019-20,2020-07-01T18:00:00Z,01/07/2020,18:00:00,Bournemouth,Newcastle,1,4,A,0,2,A
2019-20,2020-07-01T18:00:00Z,01/07/2020,18:00:00,Everton,Leicester,2,1,H,2,0,H
2019-20,2020-07-01T20:15:00Z,01/07/2020,20:15:00,West Ham,Chelsea,3,2,H,1,1,D
2019-20,2020-07-02T18:00:00Z,02/07/2020,18:00:00,Sheffield United,Tottenham,3,1,H,1,0,H
2019-20,2020-07-02T20:15:00Z,02/07/2020,20:15:00,Man City,Liverpool,4,0,H,3,0,H
2019-20,2020-07-04T12:30:00Z,04/07/2020,12:30:00,Norwich,Brighton,0,1,A,0,1,A
2019-20,2020-07-04T15:00:00Z,04/07/2020,15:00:00,Leicester,Crystal Palace,3,0,H,0,0,D
2019-20,2020-07-04T15:00:00Z,04/07/2020,15:00:00,Man United,Bournemouth,5,2,H,3,1,H
2019-20,2020-07-04T17:30:00Z,04/07/2020,17:30:00,Wolves,Arsenal,0,2,A,0,1,A
2019-20,2020-07-04T20:00:00Z,04/07/2020,20:00:00,Chelsea,Watford,3,0,H,2,0,H
2019-20,2020-07-05T12:00:00Z,05/07/2020,12:00:00,Burnley,Sheffield United,1,1,D,1,0,H
2019-20,2020-07-05T14:15:00Z,05/07/2020,14:15:00,Newcastle,West Ham,2,2,D,1,1,D
2019-20,2020-07-05T16:30:00Z,05/07/2020,16:30:00,Liverpool,Aston Villa,2,0,H,0,0,D
2019-20,2020-07-05T19:00:00Z,05/07/2020,19:00:00,Southampton,Man City,1,0,H,1,0,H
2019-20,2020-07-06T20:00:00Z,06/07/2020,20:00:00,Tottenham,Everton,1,0,H,1,0,H
2019-20,2020-07-07T18:00:00Z,07/07/2020,18:00:00,Crystal Palace,Chelsea,2,3,A,1,2,A
2019-20,2020-07-07T18:00:00Z,07/07/2020,18:00:00,Watford,Norwich,2,1,H,1,1,D
2019-20,2020-07-07T20:15:00Z,07/07/2020,20:15:00,Arsenal,Leicester,1,1,D,1,0,H
2019-20,2020-07-08T18:00:00Z,08/07/2020,18:00:00,Man City,Newcastle,5,0,H,2,0,H
2019-20,2020-07-08T18:00:00Z,08/07/2020,18:00:00,Sheffield United,Wolves,1,0,H,0,0,D
2019-20,2020-07-08T18:00:00Z,08/07/2020,18:00:00,West Ham,Burnley,0,1,A,0,1,A
2019-20,2020-07-08T20:15:00Z,08/07/2020,20:15:00,Brighton,Liverpool,1,3,A,1,2,A
2019-20,2020-07-09T18:00:00Z,09/07/2020,18:00:00,Bournemouth,Tottenham,0,0,D,0,0,D
2019-20,2020-07-09T18:00:00Z,09/07/2020,18:00:00,Everton,Southampton,1,1,D,1,1,D
2019-20,2020-07-09T20:15:00Z,09/07/2020,20:15:00,Aston Villa,Man United,0,3,A,0,2,A
2019-20,2020-07-11T12:30:00Z,11/07/2020,12:30:00,Norwich,West Ham,0,4,A,0,2,A
2019-20,2020-07-11T12:30:00Z,11/07/2020,12:30:00,Watford,Newcastle,2,1,H,0,1,A
2019-20,2020-07-11T15:00:00Z,11/07/2020,15:00:00,Liverpool,Burnley,1,1,D,1,0,H
2019-20,2020-07-11T17:30:00Z,11/07/2020,17:30:00,Sheffield United,Chelsea,3,0,H,2,0,H
2019-20,2020-07-11T20:00:00Z,11/07/2020,20:00:00,Brighton,Man City,0,5,A,0,2,A
2019-20,2020-07-12T12:00:00Z,12/07/2020,12:00:00,Wolves,Everton,3,0,H,1,0,H
2019-20,2020-07-12T14:15:00Z,12/07/2020,14:15:00,Aston Villa,Crystal Palace,2,0,H,1,0,H
2019-20,2020-07-12T16:30:00Z,12/07/2020,16:30:00,Tottenham,Arsenal,2,1,H,1,1,D
2019-20,2020-07-12T19:00:00Z,12/07/2020,19:00:00,Bournemouth,Leicester,4,1,H,0,1,A
2019-20,2020-07-13T20:00:00Z,13/07/2020,20:00:00,Man United,Southampton,2,2,D,2,1,H
2019-20,2020-07-14T20:15:00Z,14/07/2020,20:15:00,Chelsea,Norwich,1,0,H,1,0,H
2019-20,2020-07-15T18:00:00Z,15/07/2020,18:00:00,Burnley,Wolves,1,1,D,0,0,D
2019-20,2020-07-15T18:00:00Z,15/07/2020,18:00:00,Man City,Bournemouth,2,1,H,2,0,H
2019-20,2020-07-15T18:00:00Z,15/07/2020,18:00:00,Newcastle,Tottenham,1,3,A,0,1,A
2019-20,2020-07-15T20:15:00Z,15/07/2020,20:15:00,Arsenal,Liverpool,2,1,H,2,1,H
2019-20,2020-07-16T18:00:00Z,16/07/2020,18:00:00,Everton,Aston Villa,1,1,D,0,0,D
2019-20,2020-07-16T18:00:00Z,16/07/2020,18:00:00,Leicester,Sheffield United,2,0,H,1,0,H
2019-20,2020-07-16T20:15:00Z,16/07/2020,20:15:00,Crystal Palace,Man United,0,2,A,0,1,A
2019-20,2020-07-16T20:15:00Z,16/07/2020,20:15:00,Southampton,Brighton,1,1,D,0,1,A
2019-20,2020-07-17T20:00:00Z,17/07/2020,20:00:00,West Ham,Watford,3,1,H,3,0,H
2019-20,2020-07-18T17:30:00Z,18/07/2020,17:30:00,Norwich,Burnley,0,2,A,0,1,A
2019-20,2020-07-19T14:00:00Z,19/07/2020,14:00:00,Bournemouth,Southampton,0,2,A,0,1,A
2019-20,2020-07-19T16:00:00Z,19/07/2020,16:00:00,Tottenham,Leicester,3,0,H,3,0,H
2019-20,2020-07-20T18:00:00Z,20/07/2020,18:00:00,Brighton,Newcastle,0,0,D,0,0,D
2019-20,2020-07-20T18:00:00Z,20/07/2020,18:00:00,Sheffield United,Everton,0,1,A,0,0,D
2019-20,2020-07-20T20:15:00Z,20/07/2020,20:15:00,Wolves,Crystal Palace,2,0,H,1,0,H
2019-20,2020-07-21T18:00:00Z,21/07/2020,18:00:00,Watford,Man City,0,4,A,0,2,A
2019-20,2020-07-21T20:15:00Z,21/07/2020,20:15:00,Aston Villa,Arsenal,1,0,H,1,0,H
2019-20,2020-07-22T18:00:00Z,22/07/2020,18:00:00,Man United,West Ham,1,1,D,0,1,A
2019-20,2020-07-22T20:15:00Z,22/07/2020,20:15:00,Liverpool,Chelsea,5,3,H,3,1,H
2019-20,2020-07-26T16:00:00Z,26/07/2020,16:00:00,Arsenal,Watford,3,2,H,3,1,H
2019-20,2020-07-26T16:00:00Z,26/07/2020,16:00:00,Burnley,Brighton,1,2,A,1,1,D
2019-20,2020-07-26T16:00:00Z,26/07/2020,16:00:00,Chelsea,Wolves,2,0,H,2,0,H
2019-20,2020-07-26T16:00:00Z,26/07/2020,16:00:00,Crystal Palace,Tottenham,1,1,D,0,1,A
2019-20,2020-07-26T16:00:00Z,26/07/2020,16:00:00,Everton,Bournemouth,1,3,A,1,2,A
2019-20,2020-07-26T16:00:00Z,26/07/2020,16:00:00,Leicester,Man United,0,2,A,0,0,D
2019-20,2020-07-26T16:00:00Z,26/07/2020,16:00:00,Man City,Norwich,5,0,H,2,0,H
2019-20,2020-07-26T16:00:00Z,26/07/2020,16:00:00,Newcastle,Liverpool,1,3,A,1,1,D
2019-20,2020-07-26T16:00:00Z,26/07/2020,16:00:00,Southampton,Sheffield United,3,1,H,0,1,A
2019-20,2020-07-26T16:00:00Z,26/07/2020,16:00:00,West Ham,Aston Villa,1,1,D,0,0,D
2020-21,2020-09-12T12:30:00Z,12/09/2020,12:30:00,Fulham,Arsenal,0,3,A,0,1,A
2020-21,2020-09-12T15:00:00Z,12/09/2020,15:00:00,Crystal Palace,Southampton,1,0,H,1,0,H
2020-21,2020-09-12T17:30:00Z,12/09/2020,17:30:00,Liverpool,Leeds,4,3,H,3,2,H
2020-21,2020-09-12T20:00:00Z,12/09/2020,20:00:00,West Ham,Newcastle,0,2,A,0,0,D
2020-21,2020-09-13T14:00:00Z,13/09/2020,14:00:00,West Brom,Leicester,0,3,A,0,0,D
2020-21,2020-09-13T16:30:00Z,13/09/2020,16:30:00,Tottenham,Everton,0,1,A,0,0,D
2020-21,2020-09-14T20:15:00Z,14/09/2020,20:15:00,Brighton,Chelsea,1,3,A,0,1,A
2020-21,2020-09-14T18:00:00Z,14/09/2020,18:00:00,Sheffield United,Wolves,0,2,A,0,2,A
2020-21,2020-09-19T12:30:00Z,19/09/2020,12:30:00,Everton,West Brom,5,2,H,2,1,H
2020-21,2020-09-19T15:00:00Z,19/09/2020,15:00:00,Leeds,Fulham,4,3,H,2,1,H
2020-21,2020-09-19T17:30:00Z,19/09/2020,17:30:00,Man United,Crystal Palace,1,3,A,0,1,A
2020-21,2020-09-19T20:00:00Z,19/09/2020,20:00:00,Arsenal,West Ham,2,1,H,1,1,D
2020-21,2020-09-20T12:00:00Z,20/09/2020,12:00:00,Southampton,Tottenham,2,5,A,1,1,D
2020-21,2020-09-20T14:00:00Z,20/09/2020,14:00:00,Newcastle,Brighton,0,3,A,0,2,A
2020-21,2020-09-20T16:30:00Z,20/09/2020,16:30:00,Chelsea,Liverpool,0,2,A,0,0,D
2020-21,2020-09-20T19:00:00Z,20/09/2020,19:00:00,Leicester,Burnley,4,2,H,1,1,D
2020-21,2020-09-21T18:00:00Z,21/09/2020,18:00:00,Aston Villa,Sheffield United,1,0,H,0,0,D
2020-21,2020-09-21T20:15:00Z,21/09/2020,20:15:00,Wolves,Man City,1,3,A,0,2,A
2020-21,2020-09-26T12:30:00Z,26/09/2020,12:30:00,Brighton,Man United,2,3,A,1,1,D
2020-21,2020-09-26T15:00:00Z,26/09/2020,15:00:00,Crystal Palace,Everton,1,2,A,1,2,A
2020-21,2020-09-26T17:30:00Z,26/09/2020,17:30:00,West Brom,Chelsea,3,3,D,3,0,H
2020-21,2020-09-26T20:00:00Z,26/09/2020,20:00:00,Burnley,Southampton,0,1,A,0,1,A
2020-21,2020-09-27T12:00:00Z,27/09/2020,12:00:00,Sheffield United,Leeds,0,1,A,0,0,D
2020-21,2020-09-27T14:00:00Z,27/09/2020,14:00:00,Tottenham,Newcastle,1,1,D,1,0,H
2020-21,2020-09-27T16:30:00Z,27/09/2020,16:30:00,Man City,Leicester,2,5,A,1,1,D
2020-21,2020-09-27T19:00:00Z,27/09/2020,19:00:00,West Ham,Wolves,4,0,H,1,0,H
2020-21,2020-09-28T17:45:00Z,28/09/2020,17:45:00,Fulham,Aston Villa,0,3,A,0,2,A
2020-21,2020-09-28T20:00:00Z,28/09/2020,20:00:00,Liverpool,Arsenal,3,1,H,2,1,H
2020-21,2020-10-03T12:30:00Z,03/10/2020,12:30:00,Chelsea,Crystal Palace,4,0,H,0,0,D
2020-21,2020-10-03T15:00:00Z,03/10/2020,15:00:00,Everton,Brighton,4,2,H,2,1,H
2020-21,2020-10-03T17:30:00Z,03/10/2020,17:30:00,Leeds,Man City,1,1,D,0,1,A
2020-21,2020-10-03T20:00:00Z,03/10/2020,20:00:00,Newcastle,Burnley,3,1,H,1,0,H
2020-21,2020-10-04T12:00:00Z,04/10/2020,12:00:00,Leicester,West Ham,0,3,A,0,2,A
2020-21,2020-10-04T12:00:00Z,04/10/2020,12:00:00,Southampton,West Brom,2,0,H,1,0,H
2020-21,2020-10-04T14:00:00Z,04/10/2020,14:00:00,Arsenal,Sheffield United,2,1,H,0,0,D
2020-21,2020-10-04T14:00:00Z,04/10/2020,14:00:00,Wolves,Fulham,1,0,H,0,0,D
2020-21,2020-10-04T16:30:00Z,04/10/2020,16:30:00,Man United,Tottenham,1,6,A,1,4,A
2020-21,2020-10-04T19:15:00Z,04/10/2020,19:15:00,Aston Villa,Liverpool,7,2,H,4,1,H
2020-21,2020-10-17T12:30:00Z,17/10/2020,12:30:00,Everton,Liverpool,2,2,D,1,1,D
2020-21,2020-10-17T15:00:00Z,17/10/2020,15:00:00,Chelsea,Southampton,3,3,D,2,1,H
2020-21,2020-10-17T17:30:00Z,17/10/2020,17:30:00,Man City,Arsenal,1,0,H,1,0,H
2020-21,2020-10-17T20:00:00Z,17/10/2020,20:00:00,Newcastle,Man United,1,4,A,1,1,D
2020-21,2020-10-18T12:00:00Z,18/10/2020,12:00:00,Sheffield United,Fulham,1,1,D,0,0,D
2020-21,2020-10-18T14:00:00Z,18/10/2020,14:00:00,Crystal Palace,Brighton,1,1,D,1,0,H
2020-21,2020-10-18T16:30:00Z,18/10/2020,16:30:00,Tottenham,West Ham,3,3,D,3,0,H
2020-21,2020-10-18T19:15:00Z,18/10/2020,19:15:00,Leicester,Aston Villa,0,1,A,0,0,D
2020-21,2020-10-19T17:30:00Z,19/10/2020,17:30:00,West Brom,Burnley,0,0,D,0,0,D
2020-21,2020-10-19T20:00:00Z,19/10/2020,20:00:00,Leeds,Wolves,0,1,A,0,0,D
2020-21,2020-10-23T20:00:00Z,23/10/2020,20:00:00,Aston Villa,Leeds,0,3,A,0,0,D
2020-21,2020-10-24T12:30:00Z,24/10/2020,12:30:00,West Ham,Man City,1,1,D,1,0,H
2020-21,2020-10-24T15:00:00Z,24/10/2020,15:00:00,Fulham,Crystal Palace,1,2,A,0,1,A
2020-21,2020-10-24T17:30:00Z,24/10/2020,17:30:00,Man United,Chelsea,0,0,D,0,0,D
2020-21,2020-10-24T20:00:00Z,24/10/2020,20:00:00,Liverpool,Sheffield United,2,1,H,1,1,D
2020-21,2020-10-25T14:00:00Z,25/10/2020,14:00:00,Southampton,Everton,2,0,H,2,0,H
2020-21,2020-10-25T16:30:00Z,25/10/2020,16:30:00,Wolves,Newcastle,1,1,D,0,0,D
2020-21,2020-10-25T19:15:00Z,25/10/2020,19:15:00,Arsenal,Leicester,0,1,A,0,0,D
2020-21,2020-10-26T17:30:00Z,26/10/2020,17:30:00,Brighton,West Brom,1,1,D,1,0,H
2020-21,2020-10-26T20:00:00Z,26/10/2020,20:00:00,Burnley,Tottenham,0,1,A,0,0,D
2020-21,2020-10-30T20:00:00Z,30/10/2020,20:00:00,Wolves,Crystal Palace,2,0,H,2,0,H
2020-21,2020-10-31T12:30:00Z,31/10/2020,12:30:00,Sheffield United,Man City,0,1,A,0,1,A
2020-21,2020-10-31T15:00:00Z,31/10/2020,15:00:00,Burnley,Chelsea,0,3,A,0,1,A
2020-21,2020-10-31T17:30:00Z,31/10/2020,17:30:00,Liverpool,West Ham,2,1,H,1,1,D
2020-21,2020-11-01T12:00:00Z,01/11/2020,12:00:00,Aston Villa,Southampton,3,4,A,0,3,A
2020-21,2020-11-01T14:00:00Z,01/11/2020,14:00:00,Newcastle,Everton,2,1,H,0,0,D
2020-21,2020-11-01T16:30:00Z,01/11/2020,16:30:00,Man United,Arsenal,0,1,A,0,0,D
2020-21,2020-11-01T19:15:00Z,01/11/2020,19:15:00,Tottenham,Brighton,2,1,H,1,0,H
2020-21,2020-11-02T17:30:00Z,02/11/2020,17:30:00,Fulham,West Brom,2,0,H,2,0,H
2020-21,2020-11-02T20:00:00Z,02/11/2020,20:00:00,Leeds,Leicester,1,4,A,0,2,A
2020-21,2020-11-06T17:30:00Z,06/11/2020,17:30:00,Brighton,Burnley,0,0,D,0,0,D
2020-21,2020-11-06T20:00:00Z,06/11/2020,20:00:00,Southampton,Newcastle,2,0,H,1,0,H
2020-21,2020-11-07T12:30:00Z,07/11/2020,12:30:00,Everton,Man United,1,3,A,1,2,A
2020-21,2020-11-07T15:00:00Z,07/11/2020,15:00:00,Crystal Palace,Leeds,4,1,H,3,1,H
2020-21,2020-11-07T17:30:00Z,07/11/2020,17:30:00,Chelsea,Sheffield United,4,1,H,2,1,H
2020-21,2020-11-07T20:00:00Z,07/11/2020,20:00:00,West Ham,Fulham,1,0,H,0,0,D
2020-21,2020-11-08T12:00:00Z,08/11/2020,12:00:00,West Brom,Tottenham,0,1,A,0,0,D
2020-21,2020-11-08T14:00:00Z,08/11/2020,14:00:00,Leicester,Wolves,1,0,H,1,0,H
2020-21,2020-11-08T16:30:00Z,08/11/2020,16:30:00,Man City,Liverpool,1,1,D,1,1,D
2020-21,2020-11-08T19:15:00Z,08/11/2020,19:15:00,Arsenal,Aston Villa,0,3,A,0,1,A
2020-21,2020-11-21T12:30:00Z,21/11/2020,12:30:00,Newcastle,Chelsea,0,2,A,0,1,A
2020-21,2020-11-21T15:00:00Z,21/11/2020,15:00:00,Aston Villa,Brighton,1,2,A,0,1,A
2020-21,2020-11-21T17:30:00Z,21/11/2020,17:30:00,Tottenham,Man City,2,0,H,1,0,H
2020-21,2020-11-21T20:00:00Z,21/11/2020,20:00:00,Man United,West Brom,1,0,H,0,0,D
2020-21,2020-11-22T12:00:00Z,22/11/2020,12:00:00,Fulham,Everton,2,3,A,1,3,A
2020-21,2020-11-22T14:00:00Z,22/11/2020,14:00:00,Sheffield United,West Ham,0,1,A,0,0,D
2020-21,2020-11-22T16:30:00Z,22/11/2020,16:30:00,Leeds,Arsenal,0,0,D,0,0,D
2020-21,2020-11-22T19:15:00Z,22/11/2020,19:15:00,Liverpool,Leicester,3,0,H,2,0,H
2020-21,2020-11-23T17:30:00Z,23/11/2020,17:30:00,Burnley,Crystal Palace,1,0,H,1,0,H
2020-21,2020-11-23T20:00:00Z,23/11/2020,20:00:00,Wolves,Southampton,1,1,D,0,0,D
2020-21,2020-11-27T20:00:00Z,27/11/2020,20:00:00,Crystal Palace,Newcastle,0,2,A,0,0,D
2020-21,2020-11-28T12:30:00Z,28/11/2020,12:30:00,Brighton,Liverpool,1,1,D,0,0,D
2020-21,2020-11-28T15:00:00Z,28/11/2020,15:00:00,Man City,Burnley,5,0,H,3,0,H
2020-21,2020-11-28T17:30:00Z,28/11/2020,17:30:00,Everton,Leeds,0,1,A,0,0,D
2020-21,2020-11-28T20:00:00Z,28/11/2020,20:00:00,West Brom,Sheffield United,1,0,H,1,0,H
2020-21,2020-11-29T14:00:00Z,29/11/2020,14:00:00,Southampton,Man United,2,3,A,2,0,H
2020-21,2020-11-29T16:30:00Z,29/11/2020,16:30:00,Chelsea,Tottenham,0,0,D,0,0,D
2020-21,2020-11-29T19:15:00Z,29/11/2020,19:15:00,Arsenal,Wolves,1,2,A,1,2,A
2020-21,2020-11-30T17:30:00Z,30/11/2020,17:30:00,Leicester,Fulham,1,2,A,0,2,A
2020-21,2020-11-30T20:00:00Z,30/11/2020,20:00:00,West Ham,Aston Villa,2,1,H,1,1,D
2020-21,2020-12-05T12:30:00Z,05/12/2020,12:30:00,Burnley,Everton,1,1,D,1,1,D
2020-21,2020-12-05T15:00:00Z,05/12/2020,15:00:00,Man City,Fulham,2,0,H,2,0,H
2020-21,2020-12-05T17:30:00Z,05/12/2020,17:30:00,West Ham,Man United,1,3,A,1,0,H
2020-21,2020-12-05T20:00:00Z,05/12/2020,20:00:00,Chelsea,Leeds,3,1,H,1,1,D
2020-21,2020-12-06T12:00:00Z,06/12/2020,12:00:00,West Brom,Crystal Palace,1,5,A,1,1,D
2020-21,2020-12-06T14:15:00Z,06/12/2020,14:15:00,Sheffield United,Leicester,1,2,A,1,1,D
2020-21,2020-12-06T16:30:00Z,06/12/2020,16:30:00,Tottenham,Arsenal,2,0,H,2,0,H
2020-21,2020-12-06T19:15:00Z,06/12/2020,19:15:00,Liverpool,Wolves,4,0,H,1,0,H
2020-21,2020-12-07T20:00:00Z,07/12/2020,20:00:00,Brighton,Southampton,1,2,A,1,1,D
2020-21,2020-12-11T20:00:00Z,11/12/2020,20:00:00,Leeds,West Ham,1,2,A,1,1,D
2020-21,2020-12-12T12:30:00Z,12/12/2020,12:30:00,Wolves,Aston Villa,0,1,A,0,0,D
2020-21,2020-12-12T15:00:00Z,12/12/2020,15:00:00,Newcastle,West Brom,2,1,H,1,0,H
2020-21,2020-12-12T17:30:00Z,12/12/2020,17:30:00,Man United,Man City,0,0,D,0,0,D
2020-21,2020-12-12T20:00:00Z,12/12/2020,20:00:00,Everton,Chelsea,1,0,H,1,0,H
2020-21,2020-12-13T12:00:00Z,13/12/2020,12:00:00,Southampton,Sheffield United,3,0,H,1,0,H
2020-21,2020-12-13T14:15:00Z,13/12/2020,14:15:00,Crystal Palace,Tottenham,1,1,D,0,1,A
2020-21,2020-12-13T16:30:00Z,13/12/2020,16:30:00,Fulham,Liverpool,1,1,D,1,0,H
2020-21,2020-12-13T19:15:00Z,13/12/2020,19:15:00,Arsenal,Burnley,0,1,A,0,0,D
2020-21,2020-12-13T19:15:00Z,13/12/2020,19:15:00,Leicester,Brighton,3,0,H,3,0,H
2020-21,2020-12-15T18:00:00Z,15/12/2020,18:00:00,Wolves,Chelsea,2,1,H,0,0,D
2020-21,2020-12-15T20:00:00Z,15/12/2020,20:00:00,Man City,West Brom,1,1,D,1,1,D
2020-21,2020-12-16T18:00:00Z,16/12/2020,18:00:00,Arsenal,Southampton,1,1,D,0,1,A
2020-21,2020-12-16T18:00:00Z,16/12/2020,18:00:00,Leeds,Newcastle,5,2,H,1,1,D
2020-21,2020-12-16T18:00:00Z,16/12/2020,18:00:00,Leicester,Everton,0,2,A,0,1,A
2020-21,2020-12-16T20:00:00Z,16/12/2020,20:00:00,Fulham,Brighton,0,0,D,0,0,D
2020-21,2020-12-16T20:00:00Z,16/12/2020,20:00:00,Liverpool,Tottenham,2,1,H,1,1,D
2020-21,2020-12-16T20:00:00Z,16/12/2020,20:00:00,West Ham,Crystal Palace,1,1,D,0,1,A
2020-21,2020-12-17T18:00:00Z,17/12/2020,18:00:00,Aston Villa,Burnley,0,0,D,0,0,D
2020-21,2020-12-17T20:00:00Z,17/12/2020,20:00:00,Sheffield United,Man United,2,3,A,1,2,A
2020-21,2020-12-19T12:30:00Z,19/12/2020,12:30:00,Crystal Palace,Liverpool,0,7,A,0,3,A
2020-21,2020-12-19T15:00:00Z,19/12/2020,15:00:00,Southampton,Man City,0,1,A,0,1,A
2020-21,2020-12-19T17:30:00Z,19/12/2020,17:30:00,Everton,Arsenal,2,1,H,2,1,H
2020-21,2020-12-19T20:00:00Z,19/12/2020,20:00:00,Newcastle,Fulham,1,1,D,0,1,A
2020-21,2020-12-20T12:00:00Z,20/12/2020,12:00:00,Brighton,Sheffield United,1,1,D,0,0,D
2020-21,2020-12-20T14:15:00Z,20/12/2020,14:15:00,Tottenham,Leicester,0,2,A,0,1,A
2020-21,2020-12-20T16:30:00Z,20/12/2020,16:30:00,Man United,Leeds,6,2,H,4,1,H
2020-21,2020-12-20T19:15:00Z,20/12/2020,19:15:00,West Brom,Aston Villa,0,3,A,0,1,A
2020-21,2020-12-21T17:30:00Z,21/12/2020,17:30:00,Burnley,Wolves,2,1,H,1,0,H
2020-21,2020-12-21T20:00:00Z,21/12/2020,20:00:00,Chelsea,West Ham,3,0,H,1,0,H
2020-21,2020-12-26T12:30:00Z,26/12/2020,12:30:00,Leicester,Man United,2,2,D,1,1,D
2020-21,2020-12-26T15:00:00Z,26/12/2020,15:00:00,Aston Villa,Crystal Palace,3,0,H,1,0,H
2020-21,2020-12-26T15:00:00Z,26/12/2020,15:00:00,Fulham,Southampton,0,0,D,0,0,D
2020-21,2020-12-26T17:30:00Z,26/12/2020,17:30:00,Arsenal,Chelsea,3,1,H,2,0,H
2020-21,2020-12-26T20:00:00Z,26/12/2020,20:00:00,Man City,Newcastle,2,0,H,1,0,H
2020-21,2020-12-26T20:00:00Z,26/12/2020,20:00:00,Sheffield United,Everton,0,1,A,0,0,D
2020-21,2020-12-27T12:00:00Z,27/12/2020,12:00:00,Leeds,Burnley,1,0,H,1,0,H
2020-21,2020-12-27T14:15:00Z,27/12/2020,14:15:00,West Ham,Brighton,2,2,D,0,1,A
2020-21,2020-12-27T16:30:00Z,27/12/2020,16:30:00,Liverpool,West Brom,1,1,D,1,0,H
2020-21,2020-12-27T19:15:00Z,27/12/2020,19:15:00,Wolves,Tottenham,1,1,D,0,1,A
2020-21,2020-12-28T15:00:00Z,28/12/2020,15:00:00,Crystal Palace,Leicester,1,1,D,0,0,D
2020-21,2020-12-28T17:30:00Z,28/12/2020,17:30:00,Chelsea,Aston Villa,1,1,D,1,0,H
2020-21,2020-12-29T18:00:00Z,29/12/2020,18:00:00,Brighton,Arsenal,0,1,A,0,0,D
2020-21,2020-12-29T18:00:00Z,29/12/2020,18:00:00,Burnley,Sheffield United,1,0,H,1,0,H
2020-21,2020-12-29T18:00:00Z,29/12/2020,18:00:00,Southampton,West Ham,0,0,D,0,0,D
2020-21,2020-12-29T18:00:00Z,29/12/2020,18:00:00,West Brom,Leeds,0,5,A,0,4,A
2020-21,2020-12-29T20:00:00Z,29/12/2020,20:00:00,Man United,Wolves,1,0,H,0,0,D
2020-21,2020-12-30T20:00:00Z,30/12/2020,20:00:00,Newcastle,Liverpool,0,0,D,0,0,D
2020-21,2021-01-01T17:30:00Z,01/01/2021,17:30:00,Everton,West Ham,0,1,A,0,0,D
2020-21,2021-01-01T20:00:00Z,01/01/2021,20:00:00,Man United,Aston Villa,2,1,H,1,0,H
2020-21,2021-01-02T12:30:00Z,02/01/2021,12:30:00,Tottenham,Leeds,3,0,H,2,0,H
2020-21,2021-01-02T15:00:00Z,02/01/2021,15:00:00,Crystal Palace,Sheffield United,2,0,H,2,0,H
2020-21,2021-01-02T17:30:00Z,02/01/2021,17:30:00,Brighton,Wolves,3,3,D,1,3,A
2020-21,2021-01-02T20:00:00Z,02/01/2021,20:00:00,West Brom,Arsenal,0,4,A,0,2,A
2020-21,2021-01-03T14:15:00Z,03/01/2021,14:15:00,Newcastle,Leicester,1,2,A,0,0,D
2020-21,2021-01-03T16:30:00Z,03/01/2021,16:30:00,Chelsea,Man City,1,3,A,0,3,A
2020-21,2021-01-04T20:00:00Z,04/01/2021,20:00:00,Southampton,Liverpool,1,0,H,1,0,H
2020-21,2021-01-12T18:00:00Z,12/01/2021,18:00:00,Sheffield United,Newcastle,1,0,H,0,0,D
2020-21,2021-01-12T20:15:00Z,12/01/2021,20:15:00,Burnley,Man United,0,1,A,0,0,D
2020-21,2021-01-12T20:15:00Z,12/01/2021,20:15:00,Wolves,Everton,1,2,A,1,1,D
