League,Year,Code,Team,Standing,Played,Wins,Losses,Draws,Points
ger,2017,SVW,Werder Bremen,11,34,10,12,12,42
ger,2017,FCA,FC Augsburg,12,34,10,13,11,41
ger,2017,H96,Hannover 96,13,34,10,15,9,39
ger,2017,M05,Mainz,14,34,9,16,9,36
ger,2017,SCF,SC Freiburg,15,34,8,14,12,36
ger,2017,WOB,VfL Wolfsburg,16,34,6,13,15,33
ger,2017,HSV,Hamburg SV,17,34,8,19,7,31
ger,2017,KOE,FC Cologne,18,34,5,22,7,22
ger,2018,MUN,Bayern Munich,1,34,24,4,6,78
ger,2018,DOR,Borussia Dortmund,2,34,23,4,7,76
ger,2018,RBL,RB Leipzig,3,34,19,6,9,66
ger,2018,B04,Bayer Leverkusen,4,34,18,12,4,58
ger,2018,BMG,Borussia Monchengladbach,5,34,16,11,7,55
ger,2018,WOB,VfL Wolfsburg,6,34,16,11,7,55
ger,2018,SGE,Eintracht Frankfurt,7,34,15,10,9,54
ger,2018,SVW,Werder Bremen,8,34,14,9,11,53
ger,2018,TSG,TSG Hoffenheim,9,34,13,9,12,51
ger,2018,F95,Fortuna Düsseldorf,10,34,13,16,5,44
ger,2018,BSC,Hertha Berlin,11,34,11,13,10,43
ger,2018,M05,Mainz,12,34,12,15,7,43
ger,2018,SCF,SC Freiburg,13,34,8,14,12,36
ger,2018,S04,Schalke 04,14,34,8,17,9,33
ger,2018,FCA,FC Augsburg,15,34,8,18,8,32
ger,2018,VFB,VfB Stuttgart,16,34,7,20,7,28
ger,2018,H96,Hannover 96,17,34,5,23,6,21
ger,2018,FCN,Nurnberg,18,34,3,21,10,19
ger,2019,MUN,Bayern Munich,1,34,26,4,4,82
ger,2019,DOR,Borussia Dortmund,2,34,21,7,6,69
ger,2019,RBL,RB Leipzig,3,34,18,4,12,66
ger,2019,BMG,Borussia Monchengladbach,4,34,20,9,5,65
ger,2019,B04,Bayer Leverkusen,5,34,19,9,6,63
ger,2019,TSG,TSG Hoffenheim,6,34,15,12,7,52
ger,2019,WOB,VfL Wolfsburg,7,34,13,11,10,49
ger,2019,SCF,SC Freiburg,8,34,13,12,9,48
ger,2019,SGE,Eintracht Frankfurt,9,34,13,15,6,45
ger,2019,BSC,Hertha Berlin,10,34,11,15,8,41
ger,2019,FCU,1. FC Union Berlin,11,34,12,17,5,41
ger,2019,S04,Schalke 04,12,34,9,13,12,39
ger,2019,M05,Mainz,13,34,11,19,4,37
ger,2019,KOE,FC Cologne,14,34,10,18,6,36
ger,2019,FCA,FC Augsburg,15,34,9,16,9,36
ger,2019,SVW,Werder Bremen,16,34,8,19,7,31
ger,2019,F95,Fortuna Düsseldorf,17,34,6,16,12,30
ger,2019,SCP,SC Paderborn 07,18,34,4,22,8,20
ger,2020,MUN,Bayern Munich,1,34,24,4,6,78
ger,2020,RBL,RB Leipzig,2,34,19,7,8,65
ger,2020,DOR,Borussia Dortmund,3,34,20,10,4,64
ger,2020,WOB,VfL Wolfsburg,4,34,17,7,10,61
ger,2020,SGE,Eintracht Frankfurt,5,34,16,6,12,60
ger,2020,B04,Bayer Leverkusen,6,34,14,10,10,52
ger,2020,FCU,1. FC Union Berlin,7,34,12,8,14,50
ger,2020,BMG,Borussia Monchengladbach,8,34,13,11,10,49
ger,2020,VFB,VfB Stuttgart,9,34,12,13,9,45
ger,2020,SCF,SC Freiburg,10,34,12,13,9,45
ger,2020,TSG,TSG Hoffenheim,11,34,11,13,10,43
ger,2020,M05,Mainz,12,34,10,15,9,39
ger,2020,FCA,FC Augsburg,13,34,10,18,6,36
ger,2020,BSC,Hertha Berlin,14,34,8,15,11,35
ger,2020,DSC,Arminia Bielefeld,15,34,9,17,8,35
ger,2020,KOE,FC Cologne,16,34,8,17,9,33
ger,2020,SVW,Werder Bremen,17,34,7,17,10,31
ger,2020,S04,Schalke 04,18,34,3,24,7,16
ger,2021,MUN,Bayern Munich,1,34,24,5,5,77
ger,2021,DOR,Borussia Dortmund,2,34,22,9,3,69
ger,2021,B04,Bayer Leverkusen,3,34,19,8,7,64
ger,2021,RBL,RB Leipzig,4,34,17,10,7,58
ger,2021,FCU,1. FC Union Berlin,5,34,16,9,9,57
ger,2021,SCF,SC Freiburg,6,34,15,9,10,55
ger,2021,KOE,FC Cologne,7,34,14,10,10,52
ger,2021,M05,Mainz,8,34,13,14,7,46
ger,2021,TSG,TSG Hoffenheim,9,34,13,14,7,46
ger,2021,BMG,Borussia Monchengladbach,10,34,12,13,9,45
ger,2021,SGE,Eintracht Frankfurt,11,34,10,12,12,42
ger,2021,WOB,VfL Wolfsburg,12,34,12,16,6,42
ger,2021,BOC,VfL Bochum,13,34,12,16,6,42
ger,2021,FCA,FC Augsburg,14,34,10,16,8,38
ger,2021,VFB,VfB Stuttgart,15,34,7,15,12,33
ger,2021,BSC,Hertha Berlin,16,34,9,19,6,33
ger,2021,DSC,Arminia Bielefeld,17,34,5,16,13,28
ger,2021,SGF,SpVgg Greuther Furth,18,34,3,22,9,18
ger,2022,MUN,Bayern Munich,1,34,21,5,8,71
ger,2022,DOR,Borussia Dortmund,2,34,22,7,5,71
ger,2022,RBL,RB Leipzig,3,34,20,8,6,66
ger,2022,FCU,1. FC Union Berlin,4,34,18,8,8,62
ger,2022,SCF,SC Freiburg,5,34,17,9,8,59
ger,2022,B04,Bayer Leverkusen,6,34,14,12,8,50
ger,2022,SGE,Eintracht Frankfurt,7,34,13,10,11,50
ger,2022,WOB,VfL Wolfsburg,8,34,13,11,10,49
ger,2022,M05,Mainz,9,34,12,12,10,46
ger,2022,BMG,Borussia Monchengladbach,10,34,11,13,10,43
ger,2022,KOE,FC Cologne,11,34,10,12,12,42
ger,2022,TSG,TSG Hoffenheim,12,34,10,18,6,36
ger,2022,SVW,Werder Bremen,13,34,10,18,6,36
ger,2022,BOC,VfL Bochum,14,34,10,19,5,35
ger,2022,FCA,FC Augsburg,15,34,9,18,7,34
ger,2022,VFB,VfB Stuttgart,16,34,7,15,12,33
ger,2022,S04,Schalke 04,17,34,7,17,10,31
ger,2022,BSC,Hertha Berlin,18,34,7,19,8,29
itl,2013,JUV,Juventus,1,38,33,2,3,102
itl,2013,ROMA,AS Roma,2,38,26,5,7,85
itl,2013,NAP,Napoli,3,38,23,6,9,78
itl,2013,FIO,Fiorentina,4,38,19,11,8,65
itl,2013,INT,Internazionale,5,38,15,8,15,60
itl,2013,PAR,Parma,6,38,15,10,13,58
itl,2013,TOR,Torino,7,38,15,11,12,57
itl,2013,MIL,AC Milan,8,38,16,13,9,57
itl,2013,LAZ,Lazio,9,38,15,12,11,56
itl,2013,VER,Hellas Verona,10,38,16,16,6,54
itl,2013,ATA,Atalanta,11,38,15,18,5,50
itl,2013,SAM,Sampdoria,12,38,12,17,9,45
itl,2013,UDI,Udinese,13,38,12,18,8,44
itl,2013,GEN,Genoa,14,38,11,16,11,44
itl,2013,CAG,Cagliari,15,38,9,17,12,39
itl,2013,CVO,Chievo Verona,16,38,10,22,6,36
itl,2013,SAS,Sassuolo,17,38,9,22,7,34
itl,2013,CAT,Catania,18,38,8,22,8,32
itl,2013,BOL,Bologna,19,38,5,19,14,29
itl,2013,LVO,Livorno,20,38,6,25,7,25
itl,2014,JUV,Juventus,1,38,26,3,9,87
itl,2014,ROMA,AS Roma,2,38,19,6,13,70
itl,2014,LAZ,Lazio,3,38,21,11,6,69
itl,2014,FIO,Fiorentina,4,38,18,10,10,64
itl,2014,NAP,Napoli,5,38,18,11,9,63
itl,2014,GEN,Genoa,6,38,16,11,11,59
itl,2014,SAM,Sampdoria,7,38,13,8,17,56
itl,2014,INT,Internazionale,8,38,14,11,13,55
itl,2014,TOR,Torino,9,38,14,12,12,54
itl,2014,MIL,AC Milan,10,38,13,12,13,52
itl,2014,PAL,Palermo,11,38,12,13,13,49
itl,2014,SAS,Sassuolo,12,38,12,13,13,49
itl,2014,VER,Hellas Verona,13,38,11,14,13,46
itl,2014,CVO,Chievo Verona,14,38,10,15,13,43
itl,2014,EMP,Empoli,15,38,8,12,18,42
itl,2014,UDI,Udinese,16,38,10,17,11,41
itl,2014,ATA,Atalanta,17,38,7,15,16,37
itl,2014,CAG,Cagliari,18,38,8,20,10,34
itl,2014,CES,Cesena,19,38,4,22,12,24
itl,2014,PAR,Parma,20,38,6,24,8,19
itl,2015,JUV,Juventus,1,38,29,5,4,91
itl,2015,NAP,Napoli,2,38,25,6,7,82
itl,2015,ROMA,AS Roma,3,38,23,4,11,80
itl,2015,INT,Internazionale,4,38,20,11,7,67
itl,2015,FIO,Fiorentina,5,38,18,10,10,64
itl,2015,SAS,Sassuolo,6,38,16,9,13,61
itl,2015,MIL,AC Milan,7,38,15,11,12,57
itl,2015,LAZ,Lazio,8,38,15,14,9,54
itl,2015,CVO,Chievo Verona,9,38,13,14,11,50
itl,2015,EMP,Empoli,10,38,12,16,10,46
itl,2015,GEN,Genoa,11,38,13,18,7,46
itl,2015,TOR,Torino,12,38,12,17,9,45
itl,2015,ATA,Atalanta,13,38,11,15,12,45
itl,2015,BOL,Bologna,14,38,11,18,9,42
itl,2015,SAM,Sampdoria,15,38,10,18,10,40
itl,2015,PAL,Palermo,16,38,10,19,9,39
itl,2015,UDI,Udinese,17,38,10,19,9,39
itl,2015,CAR,Carpi,18,38,9,18,11,38
itl,2015,FRO,Frosinone,19,38,8,23,7,31
itl,2015,VER,Hellas Verona,20,38,5,20,13,28
itl,2016,JUV,Juventus,1,38,29,5,4,91
itl,2016,ROMA,AS Roma,2,38,28,7,3,87
itl,2016,NAP,Napoli,3,38,26,4,8,86
itl,2016,ATA,Atalanta,4,38,21,8,9,72
itl,2016,LAZ,Lazio,5,38,21,10,7,70
itl,2016,MIL,AC Milan,6,38,18,11,9,63
itl,2016,INT,Internazionale,7,38,19,14,5,62
itl,2016,FIO,Fiorentina,8,38,16,10,12,60
itl,2016,TOR,Torino,9,38,13,11,14,53
itl,2016,SAM,Sampdoria,10,38,12,14,12,48
itl,2016,CAG,Cagliari,11,38,14,19,5,47
itl,2016,SAS,Sassuolo,12,38,13,18,7,46
itl,2016,UDI,Udinese,13,38,12,17,9,45
itl,2016,CVO,Chievo Verona,14,38,12,19,7,43
itl,2016,BOL,Bologna,15,38,11,19,8,41
itl,2016,GEN,Genoa,16,38,9,20,9,36
itl,2016,CRO,Crotone,17,38,9,22,7,34
itl,2016,EMP,Empoli,18,38,8,22,8,32
itl,2016,PAL,Palermo,19,38,6,24,8,26
itl,2016,PES,US Pescara,20,38,3,26,9,18
itl,2017,JUV,Juventus,1,38,30,3,5,95
itl,2017,NAP,Napoli,2,38,28,3,7,91
itl,2017,ROMA,AS Roma,3,38,23,7,8,77
itl,2017,INT,Internazionale,4,38,20,6,12,72
itl,2017,LAZ,Lazio,5,38,21,8,9,72
itl,2017,MIL,AC Milan,6,38,18,10,10,64
itl,2017,ATA,Atalanta,7,38,16,10,12,60
itl,2017,FIO,Fiorentina,8,38,16,13,9,57
itl,2017,TOR,Torino,9,38,13,10,15,54
itl,2017,SAM,Sampdoria,10,38,16,16,6,54
itl,2017,SAS,Sassuolo,11,38,11,17,10,43
itl,2017,GEN,Genoa,12,38,11,19,8,41
itl,2017,CVO,Chievo Verona,13,38,10,18,10,40
itl,2017,UDI,Udinese,14,38,12,22,4,40
itl,2017,BOL,Bologna,15,38,11,21,6,39
itl,2017,CAG,Cagliari,16,38,11,21,6,39
itl,2017,SPA,SPAL,17,38,8,16,14,38
itl,2017,CRO,Crotone,18,38,9,21,8,35
itl,2017,VER,Hellas Verona,19,38,7,27,4,25
itl,2017,BEN,Benevento,20,38,6,29,3,21
itl,2018,JUV,Juventus,1,38,28,4,6,90
itl,2018,NAP,Napoli,2,38,24,7,7,79
itl,2018,ATA,Atalanta,3,38,20,9,9,69
itl,2018,INT,Internazionale,4,38,20,9,9,69
itl,2018,MIL,AC Milan,5,38,19,8,11,68
itl,2018,ROMA,AS Roma,6,38,18,8,12,66
itl,2018,TOR,Torino,7,38,16,7,15,63
itl,2018,LAZ,Lazio,8,38,17,13,8,59
itl,2018,SAM,Sampdoria,9,38,15,15,8,53
itl,2018,BOL,Bologna,10,38,11,16,11,44
itl,2018,SAS,Sassuolo,11,38,9,13,16,43
itl,2018,UDI,Udinese,12,38,11,17,10,43
itl,2018,SPA,SPAL,13,38,11,18,9,42
itl,2018,PAR,Parma,14,38,10,17,11,41
itl,2018,CAG,Cagliari,15,38,10,17,11,41
itl,2018,FIO,Fiorentina,16,38,8,13,17,41
itl,2018,GEN,Genoa,17,38,8,16,14,38
itl,2018,EMP,Empoli,18,38,10,20,8,38
itl,2018,FRO,Frosinone,19,38,5,23,10,25
itl,2018,CVO,Chievo Verona,20,38,2,22,14,17
itl,2019,JUV,Juventus,1,38,26,7,5,83
itl,2019,INT,Internazionale,2,38,24,4,10,82
itl,2019,ATA,Atalanta,3,38,23,6,9,78
itl,2019,LAZ,Lazio,4,38,24,8,6,78
itl,2019,ROMA,AS Roma,5,38,21,10,7,70
itl,2019,MIL,AC Milan,6,38,19,10,9,66
itl,2019,NAP,Napoli,7,38,18,12,8,62
itl,2019,SAS,Sassuolo,8,38,14,15,9,51
itl,2019,VER,Hellas Verona,9,38,12,13,13,49
itl,2019,FIO,Fiorentina,10,38,12,13,13,49
itl,2019,PAR,Parma,11,38,14,17,7,49
itl,2019,BOL,Bologna,12,38,12,15,11,47
itl,2019,UDI,Udinese,13,38,12,17,9,45
itl,2019,CAG,Cagliari,14,38,11,15,12,45
itl,2019,SAM,Sampdoria,15,38,12,20,6,42
itl,2019,TOR,Torino,16,38,11,20,7,40
itl,2019,GEN,Genoa,17,38,10,19,9,39
itl,2019,LEC,Lecce,18,38,9,21,8,35
itl,2019,BRE,Brescia,19,38,6,25,7,25
itl,2019,SPA,SPAL,20,38,5,28,5,20
itl,2020,INT,Internazionale,1,38,28,3,7,91
itl,2020,MIL,AC Milan,2,38,24,7,7,79
itl,2020,ATA,Atalanta,3,38,23,6,9,78
itl,2020,JUV,Juventus,4,38,23,6,9,78
itl,2020,NAP,Napoli,5,38,24,9,5,77
itl,2020,LAZ,Lazio,6,38,21,12,5,68
itl,2020,ROMA,AS Roma,7,38,18,12,8,62
itl,2020,SAS,Sassuolo,8,38,17,10,11,62
itl,2020,SAM,Sampdoria,9,38,15,16,7,52
itl,2020,VER,Hellas Verona,10,38,11,15,12,45
itl,2020,GEN,Genoa,11,38,10,16,12,42
itl,2020,BOL,Bologna,12,38,10,17,11,41
itl,2020,FIO,Fiorentina,13,38,9,16,13,40
itl,2020,UDI,Udinese,14,38,10,18,10,40
itl,2020,SPE,Spezia,15,38,9,17,12,39
itl,2020,CAG,Cagliari,16,38,9,19,10,37
itl,2020,TOR,Torino,17,38,7,15,16,37
itl,2020,BEN,Benevento,18,38,7,19,12,33
itl,2020,CRO,Crotone,19,38,6,27,5,23
itl,2020,PAR,Parma,20,38,3,24,11,20
itl,2021,MIL,AC Milan,1,38,26,4,8,86
itl,2021,INT,Internazionale,2,38,25,4,9,84
itl,2021,NAP,Napoli,3,38,24,7,7,79
itl,2021,JUV,Juventus,4,38,20,8,10,70
itl,2021,LAZ,Lazio,5,38,18,10,10,64
itl,2021,ROMA,AS Roma,6,38,18,11,9,63
itl,2021,FIO,Fiorentina,7,38,19,14,5,62
itl,2021,ATA,Atalanta,8,38,16,11,11,59
itl,2021,VER,Hellas Verona,9,38,14,13,11,53
itl,2021,TOR,Torino,10,38,13,14,11,50
itl,2021,SAS,Sassuolo,11,38,13,14,11,50
itl,2021,UDI,Udinese,12,38,11,13,14,47
itl,2021,BOL,Bologna,13,38,12,16,10,46
itl,2021,EMP,Empoli,14,38,10,17,11,41
itl,2021,SAM,Sampdoria,15,38,10,22,6,36
itl,2021,SPE,Spezia,16,38,10,22,6,36
itl,2021,SAL,Salernitana,17,38,7,21,10,31
itl,2021,CAG,Cagliari,18,38,6,20,12,30
itl,2021,GEN,Genoa,19,38,4,18,16,28
itl,2021,VEN,Venezia,20,38,6,23,9,27
itl,2022,NAP,Napoli,1,38,28,4,6,90
itl,2022,LAZ,Lazio,2,38,22,8,8,74
itl,2022,INT,Internazionale,3,38,23,12,3,72
itl,2022,MIL,AC Milan,4,38,20,8,10,70
itl,2022,ATA,Atalanta,5,38,19,12,7,64
itl,2022,ROMA,AS Roma,6,38,18,11,9,63
itl,2022,JUV,Juventus,7,38,22,10,6,62
itl,2022,FIO,Fiorentina,8,38,15,12,11,56
itl,2022,BOL,Bologna,9,38,14,12,12,54
itl,2022,TOR,Torino,10,38,14,13,11,53
itl,2022,MON,Monza,11,38,14,14,10,52
itl,2022,UDI,Udinese,12,38,11,14,13,46
itl,2022,SAS,Sassuolo,13,38,12,17,9,45
itl,2022,EMP,Empoli,14,38,10,15,13,43
itl,2022,SAL,Salernitana,15,38,9,14,15,42
itl,2022,LEC,Lecce,16,38,8,18,12,36
itl,2022,SPE,Spezia,17,38,6,19,13,31
itl,2022,VER,Hellas Verona,18,38,7,21,10,31
itl,2022,CRE,Cremonese,19,38,5,21,12,27
itl,2022,SAM,Sampdoria,20,38,3,25,10,19
mlb,2013,BOS,Boston Red Sox,1,162,97,65,0,0
mlb,2013,STL,St. Louis Cardinals,2,162,97,65,0,0
mlb,2013,OAK,Oakland Athletics,3,162,96,66,0,0
mlb,2013,ATL,Atlanta Braves,4,162,96,66,0,0
mlb,2013,PIT,Pittsburgh Pirates,5,162,94,68,0,0
mlb,2013,DET,Detroit Tigers,6,162,93,69,0,0
mlb,2013,LAD,Los Angeles Dodgers,7,162,92,70,0,0
mlb,2013,CLE,Cleveland Indians,8,162,92,70,0,0
mlb,2013,TB,Tampa Bay Rays,9,163,92,71,0,0
mlb,2013,TEX,Texas Rangers,10,163,91,72,0,0
mlb,2013,CIN,Cincinnati Reds,11,162,90,72,0,0
mlb,2013,WAS,Washington Nationals,12,162,86,76,0,0
mlb,2013,KC,Kansas City Royals,13,162,86,76,0,0
mlb,2013,NYY,New York Yankees,14,162,85,77,0,0
mlb,2013,BAL,Baltimore Orioles,15,162,85,77,0,0
mlb,2013,ARI,Arizona Diamondbacks,16,162,81,81,0,0
mlb,2013,LAA,Los Angeles Angels,17,162,78,84,0,0
mlb,2013,SF,San Francisco Giants,18,162,76,86,0,0
mlb,2013,SD,San Diego Padres,19,162,76,86,0,0
mlb,2013,COL,Colorado Rockies,20,162,74,88,0,0
mlb,2013,MIL,Milwaukee Brewers,21,162,74,88,0,0
mlb,2013,TOR,Toronto Blue Jays,22,162,74,88,0,0
mlb,2013,NYM,New York Mets,23,162,74,88,0,0
mlb,2013,PHI,Philadelphia Phillies,24,162,73,89,0,0
mlb,2013,SEA,Seattle Mariners,25,162,71,91,0,0
mlb,2013,MIN,Minnesota Twins,26,162,66,96,0,0
mlb,2013,CHC,Chicago Cubs,27,162,66,96,0,0
mlb,2013,CHW,Chicago White Sox,28,162,63,99,0,0
mlb,2013,MIA,Miami Marlins,29,162,62,100,0,0
mlb,2013,HOU,Houston Astros,30,162,51,111,0,0
mlb,2014,LAA,Los Angeles Angels,1,162,98,64,0,0
mlb,2014,WAS,Washington Nationals,2,162,96,66,0,0
mlb,2014,BAL,Baltimore Orioles,3,162,96,66,0,0
mlb,2014,LAD,Los Angeles Dodgers,4,162,94,68,0,0
mlb,2014,DET,Detroit Tigers,5,162,90,72,0,0
mlb,2014,STL,St. Louis Cardinals,6,162,90,72,0,0
mlb,2014,KC,Kansas City Royals,7,162,89,73,0,0
mlb,2014,PIT,Pittsburgh Pirates,8,162,88,74,0,0
mlb,2014,OAK,Oakland Athletics,9,162,88,74,0,0
mlb,2014,SF,San Francisco Giants,10,162,88,74,0,0
mlb,2014,SEA,Seattle Mariners,11,162,87,75,0,0
mlb,2014,CLE,Cleveland Indians,12,162,85,77,0,0
mlb,2014,NYY,New York Yankees,13,162,84,78,0,0
mlb,2014,TOR,Toronto Blue Jays,14,162,83,79,0,0
mlb,2014,MIL,Milwaukee Brewers,15,162,82,80,0,0
mlb,2014,NYM,New York Mets,16,162,79,83,0,0
mlb,2014,ATL,Atlanta Braves,17,162,79,83,0,0
mlb,2014,SD,San Diego Padres,18,162,77,85,0,0
mlb,2014,MIA,Miami Marlins,19,162,77,85,0,0
mlb,2014,TB,Tampa Bay Rays,20,162,77,85,0,0
mlb,2014,CIN,Cincinnati Reds,21,162,76,86,0,0
mlb,2014,CHW,Chicago White Sox,22,162,73,89,0,0
mlb,2014,PHI,Philadelphia Phillies,23,162,73,89,0,0
mlb,2014,CHC,Chicago Cubs,24,162,73,89,0,0
mlb,2014,BOS,Boston Red Sox,25,162,71,91,0,0
mlb,2014,HOU,Houston Astros,26,162,70,92,0,0
mlb,2014,MIN,Minnesota Twins,27,162,70,92,0,0
mlb,2014,TEX,Texas Rangers,28,162,67,95,0,0
mlb,2014,COL,Colorado Rockies,29,162,66,96,0,0
mlb,2014,ARI,Arizona Diamondbacks,30,162,64,98,0,0
mlb,2015,STL,St. Louis Cardinals,1,162,100,62,0,0
mlb,2015,PIT,Pittsburgh Pirates,2,162,98,64,0,0
mlb,2015,CHC,Chicago Cubs,3,162,97,65,0,0
mlb,2015,KC,Kansas City Royals,4,162,95,67,0,0
mlb,2015,TOR,Toronto Blue Jays,5,162,93,69,0,0
mlb,2015,LAD,Los Angeles Dodgers,6,162,92,70,0,0
mlb,2015,NYM,New York Mets,7,162,90,72,0,0
mlb,2015,TEX,Texas Rangers,8,162,88,74,0,0
mlb,2015,NYY,New York Yankees,9,162,87,75,0,0
mlb,2015,HOU,Houston Astros,10,162,86,76,0,0
mlb,2015,LAA,Los Angeles Angels,11,162,85,77,0,0
mlb,2015,SF,San Francisco Giants,12,162,84,78,0,0
mlb,2015,MIN,Minnesota Twins,13,162,83,79,0,0
mlb,2015,WAS,Washington Nationals,14,162,83,79,0,0
mlb,2015,CLE,Cleveland Indians,15,161,81,80,0,0
mlb,2015,BAL,Baltimore Orioles,16,162,81,81,0,0
mlb,2015,TB,Tampa Bay Rays,17,162,80,82,0,0
mlb,2015,ARI,Arizona Diamondbacks,18,162,79,83,0,0
mlb,2015,BOS,Boston Red Sox,19,162,78,84,0,0
mlb,2015,CHW,Chicago White Sox,20,162,76,86,0,0
mlb,2015,SEA,Seattle Mariners,21,162,76,86,0,0
mlb,2015,DET,Detroit Tigers,22,161,74,87,0,0
mlb,2015,SD,San Diego Padres,23,162,74,88,0,0
mlb,2015,MIA,Miami Marlins,24,162,71,91,0,0
mlb,2015,COL,Colorado Rockies,25,162,68,94,0,0
mlb,2015,MIL,Milwaukee Brewers,26,162,68,94,0,0
mlb,2015,OAK,Oakland Athletics,27,162,68,94,0,0
mlb,2015,ATL,Atlanta Braves,28,162,67,95,0,0
mlb,2015,CIN,Cincinnati Reds,29,162,64,98,0,0
mlb,2015,PHI,Philadelphia Phillies,30,162,63,99,0,0
mlb,2016,CHC,Chicago Cubs,1,161,103,58,0,0
mlb,2016,TEX,Texas Rangers,2,162,95,67,0,0
mlb,2016,WAS,Washington Nationals,3,162,95,67,0,0
mlb,2016,CLE,Cleveland Indians,4,161,94,67,0,0
mlb,2016,BOS,Boston Red Sox,5,162,93,69,0,0
mlb,2016,LAD,Los Angeles Dodgers,6,162,91,71,0,0
mlb,2016,BAL,Baltimore Orioles,7,162,89,73,0,0
mlb,2016,TOR,Toronto Blue Jays,8,162,89,73,0,0
mlb,2016,NYM,New York Mets,9,162,87,75,0,0
mlb,2016,SF,San Francisco Giants,10,162,87,75,0,0
mlb,2016,DET,Detroit Tigers,11,161,86,75,0,0
mlb,2016,STL,St. Louis Cardinals,12,162,86,76,0,0
mlb,2016,SEA,Seattle Mariners,13,162,86,76,0,0
mlb,2016,NYY,New York Yankees,14,162,84,78,0,0
mlb,2016,HOU,Houston Astros,15,162,84,78,0,0
mlb,2016,KC,Kansas City Royals,16,162,81,81,0,0
mlb,2016,MIA,Miami Marlins,17,161,79,82,0,0
mlb,2016,PIT,Pittsburgh Pirates,18,161,78,83,0,0
mlb,2016,CHW,Chicago White Sox,19,162,78,84,0,0
mlb,2016,COL,Colorado Rockies,20,162,75,87,0,0
mlb,2016,LAA,Los Angeles Angels,21,162,74,88,0,0
mlb,2016,MIL,Milwaukee Brewers,22,162,73,89,0,0
mlb,2016,PHI,Philadelphia Phillies,23,162,71,91,0,0
mlb,2016,ARI,Arizona Diamondbacks,24,162,69,93,0,0
mlb,2016,OAK,Oakland Athletics,25,162,69,93,0,0
mlb,2016,ATL,Atlanta Braves,26,161,68,93,0,0
mlb,2016,SD,San Diego Padres,27,162,68,94,0,0
mlb,2016,TB,Tampa Bay Rays,28,162,68,94,0,0
mlb,2016,CIN,Cincinnati Reds,29,162,68,94,0,0
mlb,2016,MIN,Minnesota Twins,30,162,59,103,0,0
mlb,2017,LAD,Los Angeles Dodgers,1,162,104,58,0,0
mlb,2017,CLE,Cleveland Indians,2,162,102,60,0,0
mlb,2017,HOU,Houston Astros,3,162,101,61,0,0
mlb,2017,WAS,Washington Nationals,4,162,97,65,0,0
mlb,2017,BOS,Boston Red Sox,5,162,93,69,0,0
mlb,2017,ARI,Arizona Diamondbacks,6,162,93,69,0,0
mlb,2017,CHC,Chicago Cubs,7,162,92,70,0,0
mlb,2017,NYY,New York Yankees,8,162,91,71,0,0
mlb,2017,COL,Colorado Rockies,9,162,87,75,0,0
mlb,2017,MIL,Milwaukee Brewers,10,162,86,76,0,0
mlb,2017,MIN,Minnesota Twins,11,162,85,77,0,0
mlb,2017,STL,St. Louis Cardinals,12,162,83,79,0,0
mlb,2017,KC,Kansas City Royals,13,162,80,82,0,0
mlb,2017,TB,Tampa Bay Rays,14,162,80,82,0,0
mlb,2017,LAA,Los Angeles Angels,15,162,80,82,0,0
mlb,2017,SEA,Seattle Mariners,16,162,78,84,0,0
mlb,2017,TEX,Texas Rangers,17,162,78,84,0,0
mlb,2017,MIA,Miami Marlins,18,162,77,85,0,0
mlb,2017,TOR,Toronto Blue Jays,19,162,76,86,0,0
mlb,2017,PIT,Pittsburgh Pirates,20,162,75,87,0,0
mlb,2017,BAL,Baltimore Orioles,21,162,75,87,0,0
mlb,2017,OAK,Oakland Athletics,22,162,75,87,0,0
mlb,2017,ATL,Atlanta Braves,23,162,72,90,0,0
mlb,2017,SD,San Diego Padres,24,162,71,91,0,0
mlb,2017,NYM,New York Mets,25,162,70,92,0,0
mlb,2017,CIN,Cincinnati Reds,26,162,68,94,0,0
mlb,2017,CHW,Chicago White Sox,27,162,67,95,0,0
mlb,2017,PHI,Philadelphia Phillies,28,162,66,96,0,0
mlb,2017,DET,Detroit Tigers,29,162,64,98,0,0
mlb,2017,SF,San Francisco Giants,30,162,64,98,0,0
mlb,2018,BOS,Boston Red Sox,1,162,108,54,0,0
mlb,2018,HOU,Houston Astros,2,162,103,59,0,0
mlb,2018,NYY,New York Yankees,3,162,100,62,0,0
mlb,2018,OAK,Oakland Athletics,4,162,97,65,0,0
mlb,2018,MIL,Milwaukee Brewers,5,163,96,67,0,0
mlb,2018,CHC,Chicago Cubs,6,163,95,68,0,0
mlb,2018,LAD,Los Angeles Dodgers,7,163,92,71,0,0
mlb,2018,CLE,Cleveland Indians,8,162,91,71,0,0
mlb,2018,COL,Colorado Rockies,9,163,91,72,0,0
mlb,2018,ATL,Atlanta Braves,10,162,90,72,0,0
mlb,2018,TB,Tampa Bay Rays,11,162,90,72,0,0
mlb,2018,SEA,Seattle Mariners,12,162,89,73,0,0
mlb,2018,STL,St. Louis Cardinals,13,162,88,74,0,0
mlb,2018,PIT,Pittsburgh Pirates,14,162,83,79,0,0
mlb,2018,WAS,Washington Nationals,15,162,82,80,0,0
mlb,2018,ARI,Arizona Diamondbacks,16,163,82,81,0,0
mlb,2018,LAA,Los Angeles Angels,17,162,80,82,0,0
